sequence,stack_depth,count
(((()(())))())()))((()())))((()(())(()(((()))(()(()((()(())(((()(()))())(()(())())((()())((((()())(()(((()()))(())))()())))(()()((()(()))())(((()(())))()())))))(((((((((()(())()))()((())))))))((()))()(()(()(())((()))()()(()))(((())))(()()()()(()))))((()(())()(())))()))((()))((((((())()))()))()()()(())(())()(()))())))((((()(()())((()()()))(()()()(()))((()))(())()())()(()))))((((()))))()()())))((())))(((())()((((()))(()(()))(((()))())()()()))))()(())((()))()())(()(())))((())((((()((((()))))(())()())()(())(()(,-5,0
()()))()))(())))()())))(((((())())(((((()(()()()))))())(())()))))))(((())())(()))))()))()())))((()))))()(((()((()()((((())))((((((((()())(()(((()()))))(())((()(()()())()(()(()(())())(()()()((()()()(()()()(()))(((()))((((())()))())()())())(()((()())()(((((((()(())))(()()())((())((()())))(((())())(())()(())))()))()((()(((()())()()()(((()))())(((()))))(()(()())(()))()())))))((()))((((((()(())))()))((())((((())(()(())())()((()))())((())))()))())((())))()((()))()))))(()()))))(())()(()((((()())(())()(()()(((()(((,-1,4
()()(((())(())()()))(((())()))()()(((())()())())((()(())()))()((((((((((((((((((((((((((((((((()()())))))())(()))())(()()))))(()((()())((()((())())(()())))))(()(()((((()))())())))))(()(((())))()()())(()))())))()())))(())(())))())))))))(((((()))(())))(()))()((()()))))(()((())))(((()()())((())))()(())))()((()()())(())((((((())))()(()))()(((())(()((()))))()((()())())))(())))()()()()(()((((()((()))(())(((())())((())()(((())())(())))))))()(()(()))))(((((()(())()))(()))()))((()(()()()((((()((()))())((()())))))))),33,0
()(())(())(())()((())())((()((())()(()))))()()(((((((((((((((((((((()()())(())()()))))))()()))((()())()))((()))()))(()))((()(()()()()))()()())()())))(((()))))((()()()))(()(((()((((()))())()()(()()()))(()))()(()(()))))(()(())()))(()))()()())))()(())()()()(())((()(())))(((()()())((()(()(()(((((()()(())(())()))()())(()())((()()(()()(())(()()()()))))(()()(((()(((())()()))()(())()((()))(((()(((()))))(()(((((()))(()(()()(()()()()))))()()()((((()))((()())())))))((()))((())(()))()))))))())))(((()(()()())()))))))))),22,0
()((()(()(()))))(()((((((()()(())((())()())()())((((()))()()((((()(()()())())())(((()()((()))()((()(()()(())(()()))(()(())))))))(()()))))()()))))()(((()))(())())))((()()((()()((((())))()))))))((())(()()((())((())())(()()()()))())()(((()()()(()(()())))(())()((((()(())((()((((((((((()()()()()))(())))))(())())))))))((()(()()))()(()))(())))))))()()()()()()((())(()((((()((((()))(()))((()(((()))(()()))())))))))))((((()())(()))()))(((()(()(()()((())((()(()()()(()()())()(()((()()(())((())(()((()(()))))))))))))))))),20,0
(()((((((()()())))()))))()(((()))((()))(()(()(())()()()(()((())))(()())()())())((())()())(())(()()()(()(((()(())))()((())(()))(((()())))))))()()()(((((()())((()()())()))(())()))()(()()))(())(()()((()()(()))((((()))(())))))()((()()))()()(())()()(())()(()())(()()(()(())(())()())())()()()((((()())((((()))(()(()()()())))()(((())())(()))())))()()()(()(()())))(()()()(()(()())(())()))()()()()()()((((())()())(((()(()))(()(()()(())()))()()())()()())))()(((()(()))()()()(()()(())(()()(()())())))(())(()))()(())((()())),8,0
(((()()()()()())(()))()((()()))()())()(())()()(())(())()()()(())()()((())())(((())))()((()(()()))((())))(((()()())(())(()()()())))()((()(()())))(((()()))())((()))(())(())((()))(())(())(())()()()(())(())(((()()())(()())))(())(((()()())())((()())()()(())()()))(((()()()())(())(()())))()()(((()))(())()())()()()()(((())))()()()((()(()()))((()())()(())(())()()))(((())(()()())(()()()()()()()()())(()()()())(())(()())(()))((())(())))((()(()))(()()(()))((()))(()(()()()())))(()()()())()()()()()()(()())()()()((())())(),4,0
()()()((())())()(()()()((()(((())((((()(())))((()((()())(()((((()))(()()()())()(()))())())()(()()))()(((()))((((()))))(()())()())))(()())()(()(()()(()((((((((((()(()()))(()()()))(()()))()()))()((())((()()))((((())()())(()((()(()(()))(())())()()())))(())(()()(())))())((()))(((((((((((((((((()()()()()()()()()()())))()()))((()())((()))(())()))()())(((()))(()(()((())(((()()))((())(()))()())(())(()()((()))()()())(()))(((()))((())(())))))(()((((())))(())(()))((())()()()))()((((()())()))))))))))))))))))))))))))))),33,0
(())()((()()))(())((((((()()()())(()(()((()(()((()(())()))(()(()()()))((())()((())(()()())(())()()))()(()()()((()(()((())()())))((()))))((((()(()()())()((((()()()()()()()())(()())(()))())()))(())()((()(())())(()(()))())()((((()()())((()())())))()))))(())((()(())))()()(())))))))((()((())))(()())()))))(((()))(((()(()))()()(())()(()()()()))))(())())((()(((())(())))()))()(((()()()())))()()()()()(((((((((((((((((()(())(()()())(()())())(()(())()()()()()(())))((()(()()()()()()()())())))(((()(()())))))))))))))))))),19,0
(())(()(((((()))()))()()()(((((((()()(())))())(())()())))))(((((())((())))((()(())(())((()()(((()((())()()(()()(()))(()()()(())(()(((()()(())))())())(()))))))))())())()))()())())(()))))())))(())(())))(()()()(((())(()()((((((((()())))()))(())()())()())))()))(())(())(()())())())()((((()(())(((()((()()(((())))))((()(()(()()())((()(())()(())))(((()(()((()((()))())()(()(()(()))()()())()))()(()()(()))((()())((())())))())())(())(()))))()())())(()((())(())((()))()))))()()())(())()(())()(((()())(())(((((()(()))()))(,-19,-2
(())()))(())()))(((((((()()(()())(())()(()(((()(((((()(()(((())(()))(()))(())))(()()()))((())())))))()())))())((())((()(()(()(())((((()(()(((()()(((())(((())))()()())))()())))))())(()))()(((())(()))))()()()))(()((())())())((())(((()))())(()((((()()())(((()(())()())(()))(()())()(())())))())()((()()))())()())(((((((())))())))))))((()()((((()())(()))))()()(()(((()))))())))(((((((())))))()))()((())()())))(())))))()))()(((((()((()(()))()((())(())()(()))())()()()(()))(()))((()())))())(()()(()((()()(()()))((((()(),-2,0
((()(()(((())(()()())(()))(())(())))()()))()(()((((((()()()()(()()()()())((((((()))(()))))))()((())))(())(()())()))())())(((((())((()()))()((())))()()()((()())((((()())))()))())()())()()))((()())))))((()(())(()(())((((((()))()())(((())))()()(()()((()))))))((((())(())()))((()()(())(())()(()())())())))))))(()())(())(()(((()))(((()(((()((())))))((())())))))()))()))()())(((()((((())()((()())((()((()())()((())))(()))()((()((()()(()))))((((((()()(()(()()(()))()()(()))()((()()()))()))))())(((()((()(()(())))()))()(,-14,4
())()())))))((()(())(()()(()()()))(()(((())())(())(()))(())())(((((()())))))((()))((()))))((((()((()((())))()(())((()((((())()((())))(())((((((()(((())))()(()((())((()(())(((()()()())))))()))))((()()()(()()()()))))())())()()(())))()((())()()))(((((((((((()()())((((((()()))()))))))((())(()())())))())((((((()((()((((((()))))()))())())(())((()((()))()((((())()))()())))((())))))(()))(())))()()()((()(()))((()())))())()))((((()))(()))(()))(()))(())(()(((()))(()())((()()()(()))))()(()()))()())(()(())))))()())))(((,-1,-2
(())()()(())()()((()(()(()((()(()(()((((((())())())()(())(()((())()()()))((())()))((()((((()))(())((()))((()(((((()()))())()()()))))((())(())())())()()(((((())()(()(((())()()()(())(()())))(((()()())()())))(((())()))((((())(())()()()(())()(())())(()(())))))()(()((()()()())((()(())))(((()())))((()(()())))(())()(())()(((()()()))())()()()((())((()()))))()(())((((()()()()()()()()())()()))()))))()))))(((()((((()(()))())())())())(()()()()((())))))(()())))()))())())())()())))(((()))(((()()()()))())()((()((())())))),22,0
((())((()(((()(()()((()((())(())(()((()))(())()))())((()(((()()()())))()))())(()(()(()(()())))(((()((())))))(())))))())((((()))))))(()((()))))((()((()))()))(()())))())))))((((())(()()(())))((((()()()())((((())))))(()))((((((()))))))))))))))()(()(((((((((())((()((())))())((()(())()(()()((())((()()(((()((())())))))))()(()(())(((()(()()(()))()))()(((()(())()(()))(())()((())))()))()))))((()(()()(()((())(()())())((((())((())((())()(((())(()(()()))()()()(())(((())()))()())())()(()))()())((()))()))()))))(()))((((),-14,0
(((((((((((((((((((((((((((((((((((((((((((((())())())((())())()))()()))()()((())())(((()(())((())(()))))(((())))())))))())))((())()()((((()((()))((()())((())(()()(()))())))(()(())())())((()()(()()))(())())(((())()(()()((()))))))()(()(((()((((()()(((()())))())))())(()))(((()(()((())((()((()()()))(()))))())(((()))()())((((()))(())()))))(()((()()(((())(()())))()))(((())()))))))(()))()())()())))()((()(((())()()))()))))))((((()(())(((((())((()()))(()()()))(()(())(())(()((())()))))))))))))))))))))))))))))))))))),46,0
(()()(((((())))())()(())))(())(()))())())())()()(()(()(()(()()(())()()((()()))(()))()))))(())))(((()())((((()()()(()())())((()()))(())()))))(()()()()()()())(()()()())()())()(((()((((()()))())))))))())()())(((()()()))))())(()()))))())((())(((((()(()(()((())()))()())()(()(()((())))(()))(()(()))()()((((()))))()()()(((())()((()))))((((()()))))))((((()()))()((()()(())()()((())(())(()))((((((())(())))(()((())))((())((()()(()((()()(())))()(()))))())()())())(()))))))(((()()(()((()(()()()()())((()(())()())()(()()((),-7,-4
((((((((((((((((((((())(())))(((()()())))(((()()))))(()()()(())))())))())))))(())())()))()()()(((((()))((()))))()(())((()(())()))()()())())(()))))((()(())()(((()))()())((())((((((((()((()()((((())()((()))))()))(()))(()))))((()((()((((()(())(()())))(()())((()()()()(())((())((()()()(()())))()()((()))))(()))))))))())))))()()()()(()))))(())((()())()((()(((()(())))))((()(())(()(()(()))))(())())()))()()(())()(((()))()())()(())(((())((())()((()()((((())))()((())(()(((()()()(()))((()))(((()(()()))(())))())))))))))),21,0
(()())((()))(()()(((()()))(()(())))((()(())(()(((()(()((()())())())(()(())())(())()()(()()())(())))(()((()))))()())(()())()((((()(())()))(((())((((()(()))))()(())((()((((((()((()()))()()(((())()()(()())))()()))((((()((())(((()))((((()(((((((((((((((((((((()()()()()()()()()()()()))(()()()(()()()()()())))()()())(())())((())))))))()())()()))(((((()(())))())()(((()()()()(()()()()(()((()((()(()()())))()()(((())((())))((()()))))))()(((()(((())(()()))))()()()((())))))(())()())))))())))))))))))))))))))))))))))))))),46,0
()))))))((()()()((()()()())))(()(((()())())())(())())())((()))()())))()()(((()())())))()))()())(((()((()((((()))()))()))(()))))((()((())()()))()))(())())((())())())())))()(((())))))))())(((((()()())(((()()))()))(()()(()()(())((()((()(((()((((()((())((()))()())()))((()((())(()((((()()()((())))()(()(()(()(((()(((((()))))()))))(((())))((()())(()(((()())))())(())())((((())(((((()()())))())(()()(())()()((())))()))(())(()(()(())(()())))(()()())((())))((((()(()()())((())((()((()))))())((()())))())()(()))))))))())(,-1,-4
())))()()))()()()((()((()(()(()))()()())()((())(((()))))((((()(()())(())))()))(((((()(()()))(())(()())())(()(()()()((((((()()(((()()()))()(()))))))((()(()))())()(((())((()(()())())())(())()(())))(()(()))())((()()((()((()())())(()()(((((())()()()()(()(()))(())((()(())(((()))))))())())()))()))))))(((())((((()))((((())(((())())(((((()))()))))(()())))))))()))())(())())(()()(()))))(()))()(()()()(())(()((()(()))(()(()()))(((()((()((()()((()()()))()((()))()(())(()(())()()()((((()))()))))))(()())))()(()()(())))))(),-1,-2
()((()(()(())(()()))()(()()))((())((()(((((((()())()))(((((()((()(()()(())()()(()((())((())(()()()))))()()()))))))()()(()(())())))))(())())((((()())(()))((()((((()()()))()()((())(())))())((())((((((((((((((((((((((((((((()()()()()()()))(()()))(()())()())))(())(()((())())((())()())(((()()((())())(())))(()()(()()(()))(((()()()())(()())()))()((())(()())())((())((()))((()))()()())())(((()(()))()((()()()()())))())())((()(())))(())()((()()))(())()))))()()()()((()()))))))((((()((()))()))))))))))))))))))))))))))))),39,0
()((())(()()))((()()((((())((()()()))(((())))(()))(()))))()())((()))()(((()()()())()))()()((()))()((())((()(())())()))((((((()())))))(((()))()()((()())())()(())))((()(())((()()(()()())))(()()()((()(()())()()((())(())))))(()()()((()())((()((()()()())))(()((()())(()))))()())(()))()(()))()()(()))()(())()()(((())())()(()())())((())(()))((()()((((((()())))(()()))))))()()((((()()(())((()()((()())(()()()))((()))((()())(()())))))())))()()()((()))((())(()()))(())()((()))((()()((())()(())(()(((()())()((()))))(()))))),9,0
()()(()))))(()())((()()()()(())))))(()()(()()((((((((((()())((()()((()(((((()))))())))()(((()((()((())))()))))()(()()()))()(()))))()(())))))((()((()()()(()))))(())(((()()))()(((((((())))(()))))((()()))(((()((((((()((()())()(()))())(()(()()))(()))(()))))()))))))(()(())()()())()())((()()))))(())()())))()))(()))))))())((()))(())(((((())())((())))(()())(()(((())((((((((())()((()(((((()(()(()((())()()()((())())()))()((((((((((())()())())))(((((((()))))))((()())))))))))())))))))))()()())())()()))()()()(((((((())(,-2,0
(((()(()))(()()((())(((((()(()((()))()(()())())((((((((()()()()()())()())(())())(()))))()))()()((()()((((())((()())()(()()))((()()))((()(()))((()))()())(()()())())())(()))())(()()())(())()(()))(()))()(())))()()(()())()()(())((()()(()()))()()())())()(()()))))()())()((()(()())())()(()))())(((())(()()()((((())(()(()())(()(()(()((()()(()(((()(())))))()((())((())()))))((()(((())())))((((()()((())()()(()()()))))()))()))(()()())))))()))))(()(((((((()))(((())))(((()(())()))(()()()()((()))()((((((()()))))))))))))))),18,0
()()))))()))(()((((((((()))()))())((((()(())(((())((((((()))())())))(()))))())(()())))()((()))())((()(()(())(()())()((((()())()((((()(()())())()))()))(())())((())()))())()()((())()()))((((()())(()(()((()(((()()(())))))()()())()((()()(()))(()()())(()()((()())(())))((()()()((()())((((((()()())())))))(()()(()(())(((()((()))))))(()()())))(((())((()))((()()(((()()(())))))()()))(((((()(())())((((((()))))(()))()()()()(()(()()))))()))((()()(()))())((())()((()()))()())()()(()()()))()(())))()(()()))())))))()())(()()(,-1,0
(()()(()))(()(())((())())())(((()()()()()()()()((((()))()(()((((((((((((((((((((((((((((()()()()))())))((()(((()))())())(()((())))((((()()))))(()())((((()))()()(()))()()))()))(((())()((()(((()()))))(((()(()))())())))(())(()(())())))(()(())()(((()(()()))((()()())(()(((()))((())))(())))(()((((()))(()()(()))()())(()()))((()))()(())()))()())()()())())(())((()()()(()()(((()(()()))))))((((()))()())(((()((((()))))(((())((()()())(())(()()()())()(()()()())())))()((()()()(()(()()))(()))))))))))))))))))))))))))))))))),35,0
()()()((((()(((()()))())()(()((((())(()))()()))(())())(()))(())()())))((((()(()()()())())((())()())))())()((()))(())(((())()())()(((()))))()((((((())))(((())((()()(((((()()))(((())()((()(()())(()()(()))((()()))())())())()()(((()(())())())((()))))()()())(()()()()()(())))))())))((())()((((())(())())(())(()(((((())(((((((((((((((()()()()()()())()())()()))))(()(((()(())()()())())))))()))()(()))(()())))()((((()()(((()()((()(((()()(())()())(()))()(((()()()()())))()()()())()(())))))))()())()())())()()))))))))))))),27,0
((()))((()()()()())()(()))((()())())((()()))((()))((()()))(())((()))(()()())(())()((()()()()))(())()(())(()()()(()))()()(())()(())()(()())((())(())())()()(())(()(()))((()()))(())((()))()(()()()(()()()))(()())((()))((()()()))()(()(()))((()()()()))()()(()())(())(())()(())()(())()()()()()()()((()))(())()()((())())()(())(()(()()))(())((()()))()((()())())()(()(()()))()()()((())(()()))((()))((()))((())(()))()()()()(()()(())(())())(())()(())()(()(()()())()()()())()(())()()()()((())())(())()(()(()())())()()((()())),3,0
()()))(()))(())()))))())(())()))(((()))((((()()()()((())(()(((()()())))))))(())(())((()()(()())))()((((()(())())()())((())((()(()()))(())(()(()))))()(())))((())())(()())((((()(()(()(()()(()))(()(()(()))())()))(()())))(()(((())(())()()()())()))(()())(())))(()))))()(((((()))((()())))())()))))())(()(((((((()(((())))())))(((((((()(()((((((())))))()(((((()()()))((()))))(()))(((()()()))()(())(((()(((()))()()()()(((()))())())())(((())))(((((((())))())((())))))))())((()())))())(((()()))))))())(()()(()())()(()))(((),-1,-4
((())())((()(())()((()))(()((((())()((()()((())())))()()))()(()))()(()))))())))()()())(()((()())))))))))())(())()()()()()(()(()())()((())()(((()))))()(())(((())))()((()()(()(()((()(())))()())())))((((()))))((()()()(()(()()()))(()))(((())((())(())()))()(()()()()(())(((((())(()(()))(()))(())(()()()()))((()())()())((()(()))(())()())))()()()(())())(()(()(()())())(((()))))(((()((()))()((()())())()))))))()))()()((())()((((()((()(()())(((()))))())()(()()()))())((((((())(((()))()()(())))))((()())((())(((())())(()((,-11,-2
()()((()())())()()()()()(())(((()(()))((((())()((()))(()(()(()()))()))()()())()(()()()()))))()()()(())((()())(((()(())(()))))()()()())()()(()(((((())))()(()(()())((())()((((((((((((((((((((((((((((((((((((((((((()()()()()()()))(())))((()))))()())())((()))(((())()())(()(((()()))))))(()(((())))(())()))(()))))(()((((())())(()((())))))())(()))()()(()()()()))()(()())))())(()()))))))()()())((((())())(())()(((()(()))))(()()())))))))()()()))()))((()))()))(()())()))(())((()(()((())()()(()())))(((())()))))))))))))))),48,0
((()((())(()((()(((()((()(((()()())())))))())(()()))(())())))()))(()()()()()()))()()((()(()))(())(()(())()(((())()(()((()((()())(()())()))(())(()())()(()(()((((((((((((((((((()()()()())))(()()())(((()()())()))(())))(()((()((()())(()()()))()((())(())(())))))))((()))(()())(()(()()()))((()()))))(()()()()())))))())))))()()(())()(()))(())(()()()())))((()))()()(((()()((((()(())())((()((()))())))(())(((()((((())()((()((()((()()))()))(((()(((()((())()(()()))())(()()))(()))))))()))())(((((((())))))))())))))))))))))),27,0
()((())()()()()())()(((()((()()(()())))())()())((()))()(())))))((()(())()((()()((())))((()())))()()))()()())((()())))))))()(()(())))(()())())))(()(())))())()))(()()((((())))((())))))((()())(())))()(()))()(((()()()()()((((((()(())((())(()))(((())))((()())))(())))((((())((()))))())()((((()(((()()(((())(((()((((()(()(()))))(((()(()(()))()(())((()(()((()))()()()(((((((()())(()()))((()))))(()))()(()()((((())()()(()()()))())(()()())()(((())))(((()(((()))))(())())()))()())(()())((())())()))()))(()((()))))()(()())),-7,2
()())(()())()((())(()((((()(())))((()()()))((()))(()(())()((()(((()()((((((((()()()()((((()(((()(()))()))()))()(()(()()))))()())))))((()()((())))()((()(()((()((((()()))())))()))(()))))((()))()(()())))()(()()(((()()(()(()))((()())()))(()((()((())))())(()(((()((()())()()())())()()((()())(())(()((()((()())(()))(()))))()()(((()())()(((()())(())())(()))()()))()(((()())()))))))()))(())((()()((()()()(())))())))())))))()())))()())(((((()))()))))((())()))(()))))(())()()())(()(()()())))())()(())(((())())(()(()())((((,-1,0
()()((())(((())(())()))()))())(()())((((()))))((()))(((()()(()()()()())((()(()))(()()))((()))(())((())()()))())(())()((((()(((()(()))(()))))()(()()))(()(()((())(((()()()()))((()))((()))))(()))()(()(((()())())(()((((())()()()))))(((((())(()))))((()()()((()(((()))()()()()))(((()()((())))))(((()(((()(()(()((()())((())())())))())()(()()((((()(()()))())))))()((())(((())()((())(()))(())))))(())))())(())))((()())()))))((()()((())(()((()((()()))()))()))())(())((()))())()(()((()()(()))(()(((()))()()()())()()))((())),-5,4
(()())))()((())())(())((((())(())()))(()))(())())()(())())()()(()(()))(()()()(()))))))))())(())()))())))))))(())))((()())()()()()(()))()))))(((()()(()(()()(()())()))())((())()()(()(()(())))))()()(()((()())())()(((((()()()())()((((())()))))()((())())()())))())()()))(((()(((()((()())))()))(()()(())()((()(()()(()(((((()((()()()())))(())((((()))))((())()()(()())(()()((((()()(())()))(())()))))()())(())()(((()(()((()))()()()(())))((((()()(()()()()()((()((()((()))))))))(()(((()))(((((()(()((((()((())))()(((()()()(,-2,4
())))))(()()()))))(()(())))()))(())()((())(()(((()((((((((()(()))))(())()(()()()()(()())(((())))()))(((((()()()(((()))(())(((()))(())()()()((())))()(((((()(((())(())(((((()())((()())))))((((())()((()(()()((()())())((((((()()()(()))(()()))()))((()))()(()()(())))(())))((())(((((()(((()())())))()()))()())()(()))())())()((())()(()())()))())()))(())))(())))())))()(())(()(())((()(()(((()))))(()()(())(((())()())(((()()()))(()())()))()()))())))))(())()((((())())(((()())((()))))))()((()()())()(()())(()))))((())()))(,-1,0
(((()())))(())(())()((((()()((()())()())))())())((()))(()()(())()(())(()))()()(())(()()())(())(())(()())()(((()(((()(()))(((((((((((((((((((((((((((((((()()()())(())(()()())()(()()()())()()(())(()))()(()(())(()()()())()()())))))()((((())()))(())()(()))((((()(()(())(()))(()(()()()())()()))())((((())()()(()))))))(()(()()()(()()()(()(())())()))()())()()))(())()()()(((())())())())(((((()())()))(()(()))())))(()()()(()()()()))(()()(())())()(()()(((()((()((())((()()(())(()))()))()))))())))))))))))))))))))))))))))),37,0
()((())((()()(()))))()(((())(()((()(()))()))()(()())((())())(((((()()()(())()((())))()())())(((())))))()(((((()(())()()()(((()()(()()())()(()))()(((()))))((())()))))()))))())()()()(()((()(((((((()(()()()((((()()))(()()(())))()()()()()((()))))()()))))((())))))(((())())((((((((((((((((()())(())))(((())(()))))(())))(((())(((()())((())(()()()())())()))(()()()))))))())()))())())()()())()(((()()((()(((())())((())())((())(((((()()((())()))))()())))()())()))((((((()((((((())())((())(())()))(((())))))))))))))))))))),21,0
((((())))()))())()(()))))((()())()))))(()))))(()((()((()()(()))(()))()()(())(())(()(()((())(()(()))(())(((()(()()))))))())())((((((((()(((()((()()))())())))))))()((()))((()(()()()(())(((((((()))(())))()(()(((()(()))(()()(())))))(((())())))())(()()(()))(((()()()()((())(()())(())((())))(())(()(())))((((())))()())))()((()))))()())())(()()))())()())((()((())()))())())((())))))))))))(()((()((((()()())))(()(())(()()((((())(((((())))()((()(()()(()))))(()())())(((((()())((()(((((()())()()(()))))()))()())))()(())(((,-5,-4
((())(((())()()((()()(((((((((((((((((((((()()())()())(()()(()))((())())))(()(((()))(()())()))(()))())()((()))()(((()(()((())))))()(((((())(()())())))))()()))())()(()()()(())((()((()()(())((((()())))())))()()))((())((()(()((()())))(()()()(()))()()))((()())(())()))()(((())))()())()))(())()()())()))()())(((())))((()()))(())()()(())((()()(((()(()((()())))(((()(())())()(())))()(()((())()))))()))(()()(()))()()(()()())))(()((()))()(())(((()(()(((()())()(((())(((()())))))((()))(())()()(()(((()))))))))))))))))))))),27,0
()(()()())()()()()(())()()(())(())()(()()()())()()(()()()()()()())(())(())(()()()()()()()()()())()()()()(())()()()(())()()()()(()())(())()(())()()(()()()()()())(()())(()()())(()())(()())()()()()()()(()()()()())(()()()()())()(())()(())()()(())()(())(()())(()())(())(()())(())()()(()())()()(()())()(()())()()()(())(())()()(())()(()())(())(())(()())(()())()()(())(())(())()(()()())()()(())(()())()()()()(())()()(())(()()())(()()()())()(()()())()()(())()()()()(()()())()(())()()(()()())()(()())()()(())(())()(()()()),2,0
((()(()))(()())()()())(((((()))(())())()())())))((()())()(())))(())(()(())))))()()))))))(()()((()))))((()(()(()(((()()))))))(((()()(())))(()(((())((())))))))()(((())((()()(()()()((()()))()()((((()((()()))()(())(())())())()(((()(()())))(()()(())()()(((()))((()))()(()()((())))()()(((((())()(()()()(())))))))()()())(((()))()((())))))))())()(()((((()()(((())())()))(()(()((()))(()()((()))())()(()))(()(())(()())()))()(())()()(())(((()()())))((()()()(((()()(())((((()))))))(()((((()))(((()))(()()())(())()))(())()((),-6,0
())(((())())))))))))((())))))))))))))))()((())((()()(())())()()(())))((())()))(()))))))())())()(()())))()))(()))))())(()(())))())))((()(()))(())((()((()())(())())((((()()))(((()))(((()))(()())((()))(())())(((((()()())(((()()()()(((())))()()()()((())(()(((())())(()(()))()())((((()))())((((()(())()(((())((())()(())())()(()((((()))()()()(()())(((())(()(((()))))((()())()(()((()(()))(((((())()()((()()(()()()(()((((((()())(((()())()(())()())))()((()()(((()))(()()()))()()()()))))))))()())((((())((()(())()((()())(),-1,0
()()(((())(())()()))(())(()())(())()()(((())())(()()))(())(()((()((()()(())()))((()((((()())((())((()(()(())()))(())((())()()())()))()((()(()))(((())(((()))))()(())())())(())((((()))))()))))((((((((())()()((()(())(())(())()()())((()()()())))(())))(((()()()((()()()()()()()()()()()()()()())))))))())()(((()()())((()))))()(((((())()()))()(()((()()))))()())))())()))(())()()())((()))((()((())(())()(((())()()))(()()))))()()((((()())()))()(())()((()()()())())()()((()())(()))()()(((()((())())()())()(((())()(())))))),15,0
((()()))(()(()(((())(())()()())))))(()(())(())))((())()))())(())))))(()())()((())((()))()))((((()(())(())()))()(((()())))())((()()(((()))())()))((())(((())))(()))()())()(())())()((()))())())()())())((()())))())(()(()))(()(())(()()()))))((())))))())(()((()(()((((()())()()))()))((())()))(((((()(()))(()()()()))((())())(())()))(((()))((())(()())(()))(()())(((())))(((()((()))()((())(())(((((()))))))()))))((())(())()(((((((((((((((()))(()()(()())))(()()()(()))))()((((((())()(((((()))((()))(((((()(())))()))()())((,-6,2
()(((()))())))(((((()((()()()())()))(()())())()))))))()(((((()())())))))(()((((()))()()))()))((())))(()()()((()(()())()()(()((()(())((())()((())(((()(()((()())))(())()(())()())()))((()((())()()((((())(()())))((())())((())(((())))())(()()(()(())))((()(()))(())(())()(()))()))()()())))()((()()()((()()((())(())())())(())))((((())())()((())(()))())))))()))()())())((((()()(()))((())(()())))((()(()(())((())((()((())()(()()()(()()))())())))()(((()()())))))())()())((())()()((())(((((()()((()()()(())))()()()))(())((),-4,0
((((()()()))())())(()())()()(()(())())(()())()(()()())(())((())(()))(()((())()()((()()()()()())()(()()()()))))(((()))(((())()()(())(())()()(())(()))(())()())()())((())((()(())))(()()()(()))((()(())))())(()()(((()()())()))(()))((((()))((()()))))(())()()((()())(()(()))())(())()(((()(())()())())(((()()()))((()()())()())(()(()()())))(((()())()()()())((())))((()())())(())()(()()))(((()(()())(()()()())(())())()()()()()())(((()))())())()()(()((())((()))(())((())()()(()()))()()))()()(())(())()((()()()()(()()(())))),5,0
()()()()(()()())(((())))(((((()(((()))))()(()(())()(()(((()()()))())(((()()))(()))())())(()))()()))())(()((()))())()(((())))()(()((()()())))(()(()(()(((((()(()())()(((())(())((((()(())()(()(())))((()(((((((((()()()()()()()()))(()(()())()())()()(()()())((()()())()())))()(()()))()))((()((()(()())())()()()((()))))))))))))()((())())))((()))))((()((()))()()())((()(())()))()))()(())(((())))))))(()))()(((()))()()())(())()()()(())(()())()((()()())())()()()((()(())))(((()()((())(()())))))()((()()((()()(()))())(()))),25,0
(()())(())()()()(())(()()((()))((()((())())())(((()))((())))((((((((()()))((()()())(()))))))(()((())()()(())(()(()))())(()()())(())((()(((())(())(()))(()))))))())(()()(()))(()))(((()))(()()))(((()())(()))(()((()(((((()()()))))((()))(()()))))())((())((()()))())(()(()())))(())(())(((((((()((()()()()())))(())(()()((())()()(()))(()()()(()()()())()))))())((()(())())())(()()())()))()))()((()()()))()()()()((()))(())(()())(())(((()()(((()()))(((((())((()()))))((()()((())()))((()())(())))))))()))(()())()(())()()()(),11,0
()()))()((((()(()())))()()((()(()()(()()))())(()(((()()(())(())())()(()()((()()(((((()(()(())()(())(()()()))))((()())))((()(()((((())()))(())()))()))((((())(())(((()))((()))))())(()()()()())()()()()))))()()(()(())(()())())(((((())()((()))())(((((())()()))(()()))()(())((()()))(()())(()((())(()()))(((())(())))(())())((()((((())())))(())())()()))()()())()((((())(()(())(()()))())))(((())()((()()(())()))))(()(()(())(()))()))))((((())()()))()(()()(())))))))())))(((())))()(()()()()))()()(()))()()))((((())))()()()(,-1,-4
()()(())(()(()()))()((()))((())(()()(()))(())(((()((((((()(((()())())(())))())()()()())()((()())((())))))()(((()(()()))(((()))))())))))(())()(((((((()())((((()(((((((()()()()()()()()()()())))())()))()()()())))(()))())())(()())()))(()))())))(()(()()(((()()((()(((()()(((((()(())(())))(()()(())())()(()))))())(()())()())(()(()())())()((()())()((())((((()()))(()))((())))())))((()(()(()())(()))()))()((()(()((((((((()()())))))()()((((()(()))())()))(()(((()()())))())())(((()))(((())))(()(()(())))(())()))))))))))))),19,0
