sequence,stack_depth,count
()()))))((())))()()())((())(()((()())()()())())())))))))))))()((,-1,-14
(((()()())(()(())())()(())()(()(((()()))((())()))()())(()()()))),7,0
()()((()((()(((())()()))())((((())((())()()))()))()(())())))(()(,-9,2
((())((())((((()()(())()(()((()(())()()()(((()))())()((((())((((,-16,16
()()()(()(())()()()())()()((((())())((())))((())(((((()()))))))),8,0
()(()()()((()())(()(()()(()(()))(((()()))(()((())()))(()())))))),9,0
(((())()))((()())())((())((((((()(((())((()((()))))))())(()(()(),-14,8
()(()()())()))()(()(((()))))(((()(()())(())(())(())(())((()()))(,-2,2
(()(())((())))((((()())()))(()))()()()(((())()()())((((())())))),6,0
()(())())))))(()))()((()()()(())))((()())))((())()))()((())(((((,-2,-2
()((()())(()()())(()()(())((((((()()())((((())())((()))))))))))),12,0
()))))())(((()))()))((()(()()(()()(())())()(()))))))()()(()((()),-1,-6
(()))()())())((()()(()()()))())))()))))))()())(()((()())()))()(),-2,-12
()()()()()(((())()))(())((()))()((()((()()()((((()())))(())))))),9,0
(())))((()(())((()(()))))))(())()()))(()))()(()((((()))))))()))(,-2,-8
()(()((()))(((((((()())(()(()(((())))(()((((((())))))))))))))))),17,0
(()(((()(())(()())(()((()))(((((()()()(())(()(()))(((())(()()((),-15,14
((((()())())(()())(())((()))((()(()())))))(())()((()(())()(()))),6,0
(()()(((())((())((()(())(()()(()))(()(()))))())(()()()())()))((),-9,2
((())((())(())(())()(()))())))(((())((())))()(((((()))))((())))),-4,-2
()()((((()))))()())())()()())))(())())))()(((())())((()())((())),-5,-6
(())((()())(((()))()((()(((((()())(()())(()))))))(()))))()()()(),10,0
((((())()(()(())())()())()()))()())(())))(())))()(((((())()(())),-6,-2
(()())((()(()))((()))())()()()((()(((((()(((()(((()))))))))))))),14,0
()()(())(()(()))()(())()()()((((((()((())()((((((()))))))))))))),14,0
((()))(()(()())(()(()())(())()(()(())(((((()()()))()()))))())()),9,0
())()))))())(()()(()((()())())((()))((((()(()(((())()((()))))((),-1,2
()()((()((())(((()()(((((()())()()(()())()(((((()((())(()(((((((,-24,24
(((())()(())((((())())(()(())(())(((())((()()))())()()((((())((),-11,10
()(((()()(()()))()(((()))))(()()()))(()()()())()((((()))))()()(),6,0
()(()()((((()(((())(((()(()(()()))))))))))))((()))((()()()(()))),13,0
()()(())()(())(()(())(())()((()()))())()()(())()()(())()()(())(),4,0
(()(())(()))()(((()(()()))))))())(((()(())()(()))((()))))((()()),-5,-2
(())()()((()()))())(((()()()))())))))((())))())))()))(()()(()))(,-3,-10
(()()))())(()()()()))(())(())(()())(()(())()((())))(())))((()((),-2,-2
()(((()()(())))())())))(())()(())(())(((((())))))(())(()))((()((,-5,0
()))()()()))))(((((()()))(()())((()(((())()((()((()()(()(()()()(,-1,8
(()((())))()(())()))((())(()))))((()()))()())))(((((())()()()()(,-4,-2
((())()()()(())(((()(()(()))()()(()()((())))()()((())))(())()))(,-8,2
(())(()((()(()((()()()))(())))())(())()()(())(())))((()()(())(((,-7,4
())(()))((())()))))))()()()((((())()()))(()))((())())))))()(()((,-1,-8
()()((()))((((()()(()()()(())()))()(())))(())((((()()()(())))))),7,0
(((((())(()))(((((()())()))()())(()())()))(()())())(((()(()))))),9,0
((()))(((()()))()(()))(())()()(()()))())(()((())()))((())()))()(,-4,-2
((()(()(()())())()((((()()())()((((()))((()(())((((())()())((()(,-14,14
()(()))())()((()))(()())))())())(((()())(())))(((()()))(((()(()),-2,-2
((()())(()))()(())((()((())())()()()((())())()(()))()((()(())))),5,0
()(((()))(((((()((()()()())(())()))()((((()(())))))))(()()())))),11,0
()((((())))())()()((()))()((((()(()))())))()()(())(((()()())())),6,0
()()(())()(((((((())((()((())))(()((((((()))((()())))))))))))))),15,0
(((()(()(()(()(((())()(((((()))))()()()((())())(((())))))))))))),14,0
(())(((())()(())(()())(()()))))((()())))))))))(()))))()(()(((()),-4,-8
((()()))()((()())((()((()(()((())(()()))))(())())()())()((())))),9,0
(())(()())())())(()(((((()()))(()()))))))((((((())((())()(()()(),-2,4
(())(()))))())()())(((()((((((()))))()()((((((((()))()))(()()(((,-2,8
((()))(()((((()))(()()()))))((())(()((((())())())()(())))()(())),7,0
(()((((()(())())))())((()()())()((()()())))))()())(())))()(())(),-7,-4
(((((((((()(()))))))())(((()))())(((())((((()()((()))))))()))))),12,0
()(())(()()(()()()()()))()()()()(())((()())(((((())))())())(())),7,0
()()((()(((()((())(()())))(((()()((())())))(()((())))))(()))())),10,0
())))(((()))))()()(()(((()()))())())()))()))()()())()))(())()()(,-1,-10
()(())()((()()))()((()(()(((()))((((()((())))((((()))()))))))))),12,0
()()(((()()()()(((((((((((()))(())))()))())()())))())(((())))))),15,0
((()())(((((()())))()(()))))()((()())()))((()))())(()())()(((((),-7,2
(((())())(((((((()(()(()((((())()())()(())(((()()))))))))))))))),16,0
()(())(()()()((((((((())))()()()(()((()(()(()))()((()))))))))))),12,0
())(()))()(((()))))(()()()))((()))))()))(()))((()))))))((((()))(,-1,-10
()()()(((()((()(((()))(()(()))))))((()()))(())))()(()((()()()))),9,0
()((()))((((()())(()())(()())(()())()(()(())(()(((((())))))))))),11,0
(())()()()((())())(())(()((()(()(())((()(()()(()())((()))))))))),10,0
())(())))((())))()((((())())))))((()()(())))()())))())(()())())(,-1,-10
()(((((()(()))()))(((()((()))())())))()(()))((())(()(()()(()))((,-8,4
(())))()())))))))((((())(())()())))()))()))(()((()(())()))())))),-2,-16
()((()((())))((()))()())()()()(())()(((()())))((()()((())))(())),5,0
(((())()()()()((((((())())(((()((()())(()()(()((()((()(())()(((),-19,18
(()(())((()())(()(((()((())())(((()(()()()()(()()()(())(()((()(),-15,14
(((((()))()))(())())(()())(()()))()()))))())((((())()))()(()))(),-6,-6
())()())()()((()(()()))(())))))((())))))(((()((()(((()()()))()((,-1,0
(())(())()()((()))(())((((((((((((((())(()((()))())))))))))))))),17,0
()(((())(((()()()()))()()(()()((()(())(())((()(())(()))())))()((,-10,6
((()()(()))(()()(()(()((()))())(()))))))))))(((()((((())(()()()(,-7,2
()()(())()((()(()((()())))))()(()())()()()(())((()(())(()())())),6,0
((((()()()((((()(()()((()(())))))))(((()()(()()))()()()))()(()(),-13,6
()(())((())())()((()))(((()()(((()))((()))()(()()(()()(()))))))),8,0
(()())))()())())(()((()())())))())()()()()()))()(()())(()()()))(,-2,-8
(()((()()(()))((((()()(()((()(((((()))())))()(((()))))))())))))),15,0
()()()(()()()((()()((()())))((()())))())()((()(())(((()))(())))),6,0
()(((((((()))()())())(()((())())))))()(()(()))()(())(())(((()))),8,0
((()())))((((())())())()())()()()))))))())())))(()())(((())()()),-3,-10
())()()((())(((()(()()()(()()(()()())((())))((())()))()(())()))(,-1,2
(((()(()()(())))))((()))(())()(()(()))((()((()))((()))()(()()))),6,0
((((()))()()(())()()()())))())()))())))))(())(()()(()()))())(()(,-5,-8
(()())(((())()((())))())()(((())))()(())()()()()(()()(()))((())),5,0
((()()((((((()))()(()()()))(()))))))((((()()()()))((((()))((()((,-9,8
()(((())())))))((())))((())))()())()()(((()())()))))((()((())))),-4,-8
()))))()(())((()()()(()())((())()())()(()())))))(()(())(()((())),-1,-4
()((()(()()))(((((()((((((((())((()()()()((()()))))))))))))))))),18,0
()()((())())((()()()))()()()((()))()(())(((())))()((())()()())(),4,0
(())()()()(()()(()))()()()()()()(()())((((()()))()))(((((()))))),6,0
()(())(())()(())((()()())())()()(())()()(((())((()()(())))(()))),6,0
(()())))(()))((())()()(())))()()))()))()))())))(()(()))()())))(),-2,-16
())()))))(((((()((()))))))(()())()()()(()(((()(()(((())))(())))(,-1,0
(()))(())(((()((()()())((())))())(()))()()))))(((()())(()())(()),-2,-2
()()(())()(())(()((()())))()(())((()()()()(())))(())((((()())))),5,0
((((()(())))))((())((())(()((((((()(((()))((())))))()(())))))))),13,0
(())((((((((()(()(()(())()()()())(((((())((()((((())()()()(()()(,-20,20
()()()()()((()))(()(()())()((())())(((((((()((()()()))())))))))),11,0
(((()(()())((()()()())()((())))())))((()))(()(()()()())(((())))),7,0
((((()()))(())())()()())()()(()(())())))))))((()((()(()(())()((),-5,0
(((())(()()(()))(()((()())(()()))()()((((())))))((((())()(()())),-8,4
()()(((())))(())()()()((())()((())())((((((((()()))())()())))))),10,0
()))()((()()(((()))()()(((((()())())((((()))()(()((((((()())))(),-1,10
()((((())()()())))(()(())()())((((((()))(()(()(((())(()))))))))),10,0
()(())()((((()()())(((()()())((())))()())()()((((()(()())))))))),9,0
(()()(((()()))())))(()))(((((()))()())((((())))()(()(()(()))()(),-5,2
(()((((((((((((())))))())))()())()))))((((())))(())((((()()))))),14,0
())())()())))()()()())(((()((())))))((())(())(())()((((()))((()(,-1,0
())(((()))()))(()))())()(()())))((()())(()()))))(((()()()))()(((,-1,-4
((())()())()()()(())()()((()()))(())((()((((()))))))(())()()()(),7,0
((()))()(())))))))()(()())()(()()()(()))(())((((())))(()(()))()(,-3,-4
((()(()())))()(()))()(()())(((((()()()()()))))()(()))()(()())((),-4,0
(())()()(((()()()()(((((())()(()(()(())(((()))))((()))((()(()()),-13,10
())())((()()(((()())))))))((()()()((()())()()))()((()()())()())),-1,-4
(())()((((()()((()()()((()))))())()()))())()()((((())(()))()())),9,0
()()()(())()()()()()(())()()()((()()))(()((()()))(())()()())(()),4,0
(())()()(()((()())())(((()()())((((())))((((()(()(()())))))))))),11,0
(())()))(((((((())()(()(((()))))))()))))()(()()(()()(()(((()()(),-2,4
()((()))(())()))))(()())(((()(((()((((())))))))))()()(())(())()(,-3,-2
(()())((((()(()(((()()((())(()))(())()())((((()()(())))))))))))),13,0
()()((()())(())((())))()((((()((((()((()(((()((()))))))))))))))),16,0
(())(())()(())(()((()))())()((()))()(()())()(())((()(())))()()(),4,0
(((()())(((())((()((()(((()((()())))))((())((((())((())()((())((,-16,16
()(((((((()(()))((((()))()(())))()(((()((((()()())))((())(((((((,-18,18
())()))()((()()(()(())))))()())()))())()(()(()))())((()())(())(),-1,-8
(()()((())))()()(())((((())()(()()()(())(()))()()()()(((())))))),7,0
()((()(((((((()(())))()(()(((())()()())()(()()())))((()()()()))),-12,6
()(())((()())()))()()()(())(()()())()()())(((((()())(((())((())(,-3,6
()()((()))()(((((((())()))(()()))((())())(((())()((())()))((())(,-8,6
((())(()))()(()()((((((((((()(())())()((((()))))((())))))))))))),15,0
()()(()())()()()(()(()(()())))((((((()()()(())((()))((())))))))),9,0
())))))()()()(())))(())(()(())())))()))((()((())())()((()(()((((,-1,-2
((()((()())())))()()((()))()((()((((((()())))()()()(()))()())))),9,0
((()(((())(())(()(()()()((())())()(())(()))())((((((())))))))))),11,0
(())))((((((()((()()()(())))))((((((((()()(()(()))(((((())))))(),-2,10
(((((())))((((()()(()))((()()(((())()()((())()((())(()(()((()()(,-16,16
(())(())((()(())())()((()))())((()))((())()())(()(())())()()()(),4,0
(((()(())))())()((())(()()))(()())((((()()()))))()(()())()()()(),5,0
()()(())()(())(()()())()(())(((((()(((()))(()(())(()(()))))))))),10,0
()()((((((()(()))()())))(()))()(())())(())(())()()()(()()()())(),8,0
(()((())()))()()()(())((())(()((()()(())))))(())(()())((()))()(),6,0
((())())))()(((())))((((()()))()))()))))((())(()())))()()()((()(,-3,-4
(())(())((()))()(()())()()(()(()))()()(())()(())()()()(((())))(),4,0
((()()())(())))()(())()()(()))((()()()()())(()))))))((()))))()((,-3,-6
()()()))()()()()))((()))))()))())))((((()))())))())((()()(((((((,-1,-4
()((((()(())(()())()(((())()())(()(()))()((()())((())(())))))))),9,0
(()()()))(((()()(()))((()))())))())()())()(()(((()((())())())()(,-2,0
())((((()()((()((()))()(())))())(()(((()((()())())()()(())(()))),-1,4
(()(((()((()))(()())))((((((()()))((()))()))(((()((((((((()))()),-16,12
(())((()((())(((()()((((()(((())()(((()())())(())()))))))))))))),16,0
(((()()))()(()))((()))()()()()()()()()()(())()(((()())()((())))),5,0
()(()()((()((()()))(((())(()))()))())()(())(()))()((()))(((()))),7,0
(())(()())()(()(())(())(())()()())()(()()(()()))()()(((((()))))),6,0
()()()()()()(())(()(()((((())()((()()()()))(()()())))(())(())))),8,0
((()(()(()(()(())))(()()()))()(()))(()))()))))))((()))))(()()()),-7,-8
(())()()(())(()())()((())())()()((((((()((()))))(((()))()()))))),9,0
())(())((()((((()((()())()()()))())((()()(((()(()(()))()())))((),-1,6
((())(((()((()()()))((()))((())((((())())))(()()()(()()()))))))),10,0
()()(((())))()()(())(())()()(())(())(()())(())()()()(())()((())),4,0
((((((()()()(()))(((()((((((()(())()(()()))))()((()))))))))))))),16,0
((((((()()())(()((())))())))))(()))(((((())))(()))((()(()))(())(,-9,2
(()(())(()((()((((((()()())))((())(())))()))()())()(()((()()()(),-11,6
((()())(())())()(())()()((())(((()()(()())(()))())(())(()))(())),6,0
((((())(()))))()(())()()(()())()((())()(((()))()))()(())()()(()),5,0
()))((((((()())())((()()(()((()()(())()))))(()())())))())(()((((,-1,4
(((())(()(()))()))()((((((()((())())()(()((()(())())()())))))))),11,0
()(((()))()(()((((()(((((()(())))((())(((()(((())(((((())(()())(,-21,20
(()))())()(()())))()(()))))))())()(())(((()((()(()()(((((())())(,-2,0
()()()(()(()(())))((((()())((((()))()())()()())))((((()(())))))),8,0
())()())())((())((()()((((((()(()()()()())(()))())())))((())))(),-1,0
())))()((((())()))((())()(()))((((())))()())()))()))((()))(()))(,-1,-6
(()(())))))())(((()))((()(())()((((()()(()(()()())((((()()(()(((,-3,12
(()(()(())()(()(()()(()())()(()())))))((()()(())()((())()()()))),6,0
(((((((()()(()((((())())(((()))))(()()(())((())()(())))))))))))),14,0
()((()))()(((()(())(()()()))))()(()())(())()((()()()()()()(()))),5,0
(((((((()))())((((()(((())())()()())(()(())()((((()))))))))))))),14,0
(((()()(()(()(()(())()()))())))(()()()()(((()()())))(((()()))))),8,0
(()((()())(()()()))((())())()(())())((()((()(((((()(())))))))))),11,0
()()()()()(((()(()))))()(((((()))())())(()((()((()((())))()))))),9,0
()()()(())((((())()())(((())))))(()(())()(()))()((()(()((()))))),6,0
(((())(())(()()()))(()()()()(((()(())(((((())((()))))))()()))))),12,0
()()()(((())))()()()(()())(())()(((()(((()))()))))(((()()()()))),7,0
()()((())())()((())()())((()((()(()))()(())()((())(())()(()))))),6,0
(())(()((())()))))(())))())()(()())())(()))((((((((()))()))((()(,-4,0
(())))(((()((((((((())(((()))))))(())()())(())()(()(((()())))()(,-2,6
(()()()())(()())()()(())()()()(())(()()())(())()((())()(()))()(),3,0
()()(()()(()))()()()(()((())((((())(()()((()))()))))(())()()())),9,0
()(((((()))()())))((()((()(((())(()()(())()(()))(())(()()))))))),9,0
((()())()((()()))(()))((()))())())))()))())((((()))))()((((()))),-4,-6
()))()((((()((()(()()))(()())))()))(()()())))))()))(((((())))(((,-1,-2
()()(((((((())(((()))(((()((()()()()))()(()(()())()()))))))))))),13,0
()()(()(()))()()()((()))()()((()(()(())(((()()))())(()(()()))))),7,0
()((()))(()((((()())((())()((()(()))(()())()()(())))()(())())))),9,0
())(()()))())))))))((()()))((()(()()())(()()()()(()))))()(())))),-1,-12
(())(())(())(())((())(()()))()()(())((()))()(()()(()()()()()())),3,0
(((((((())((()))()((()))(((((()))))())((())(((()))()))()((((())(,-12,10
(()(((())()(())()()()(()))(((()))()())(((())))()))()()(()())(()),6,0
(())())())()))(()))(())()((()(())))((()(()))))()((()))(()(()(()(,-2,-2
()()()((()))(())(()(()(()(())()()((((((()())((()()()))())))))))),11,0
()))(()(((())))()()))))(())))()())(()()))()(()((())()))))()))))(,-1,-14
((())((())()((())()())(()))(()())()()()())((()()()(((((())()(((),-9,8
((()))(()((((()(()))(()((((((()()))(())((())((((()()(())()))())(,-16,12
()(((())()))(((((()((())))())(()(()(()(())(()()((())(()))))))))),10,0
()))(()()(()((()())())())())()(()((()))()))(()()()()((()))((()(),-1,0
(())(()((((((())()))((((()(()))()))))))())()))()()((((((()()))((,-10,4
()(())((()(()))()(((((((()())(()()((((((())())(()))))()))))))))),15,0
())(()(())())()()((((()))()(((((())()()()(())))())()))()(()((((),-1,4
(())(()()(()))((((()(())(())((())))(((()())((()(((())())())(((((,-12,12
(())()(((())))()(((((())()())((())))()())(()(())))(())(((())())),6,0
(((())()(()))(()(()((((((())(((()))(((()()()()())(())))))))))))),13,0
())(((()))())()))(()()())()((())()(()((()))())(((())))()(()(()((,-1,2
()())((()))))((()((()(((())()))(()))())(()()(()))(()()(((()()))(,-1,2
()((()((()))()(((())()))))()((((())())(())))()()()()()(()(()())),6,0
()()((()(())((()(()(())(())()))))())(())(((()))()(()))(()(()())),7,0
()()(((((()(())())())))()(()))()(()())()()()()(()())((()))()(()),7,0
((((())(((((()((((()))(())))()()(()()((((()(()()))())))))))))))),15,0
()(()(()())())(())(()((())())(((()()((((()))((((())(())))))))))),11,0
(((())))((())())()((((()))())((()((()()()))()())(()(()))())()()(,-6,2
()(())()(())((()(()))((()((())()()((()))())()))(()(()())))()(()),7,0
((())())()()()()()()(())(())()((()))(((())))((()(()(()()(()))))),6,0
(((((()()))()(())())((()()())(((()()))(((((((((())())))))))))))),14,0
(()()(())))(()))))(())()()))((())(()()))))((()()(()()((()))((()(,-3,-2
()())(())))))(((())))((()))(((())())(((()()())))(()()(())))))()(,-1,-6
(())()(((()())((((()()(()(()(())))())()(())))))()()()(()((())))),10,0
())(((()))()(((())()())(()(()))()((()(()))()))()()(((()())))(()(,-1,2
()(((())()(()(())()())())())(())(((()()))(()((((((((())))))))))),11,0
(()(()))((((((()()(())))(()))(())))()))())))))())((((()())))()(),-8,-6
()(((()(()(((()))(())))()(()(((())(()()(((()()()())(()((()))())),-13,8
()())(()))((())()()()(()())(()()(())(()()((())(()()))(()(()))()),-1,0
()())(()())()))(()())(((((())()(((((())(()(()))()))())())))())(),-1,-2
(()(())((()(())(()())))())((())()())(())(()((())(((((()()))))))),8,0
(())(()))))()))())((()())(()((())((()()())()()))))())())())())((,-2,-8
(()()((()))())))()())(()()()()))))(()())(())((((()()))()()())()),-4,-6
()(((((())()((((((()()(((()))))))))(())((())(())((()(()))))))))),14,0
()((()))()(()()(()(())()(())))(((())))(())()()()()((()))(())()(),4,0
(())()))(())()((())(()(()))()))))()((())))))()(()(()(())))))())),-2,-12
()((((()((((((()()(()()))((((()))()(((())((((()))))))))))))))))),18,0
()(()(()))()()()()(()(())(()))()((()))()((((()((()(()(())))))))),9,0
()()(()())(((()))((((()()(()((((((((()()())))((())())))))))))))),15,0
())())(())(()()))))))()))((()()))(()()())))(())(()(()))())(()()),-1,-12
()((()))()()((()()(())((()))(()((((()())(())())(()(()()()))))))),8,0
((())(((()(()((()()(()(())(()()(()))())((())()(((()())))()(((()(,-12,12
()()()((((()(((()((())()()(((()()())))((()))))()()()((())))))))),12,0
()))((()))))((((((()())())(()()()()))()()))((()))()())(())))(()),-1,-6
(()())()))()(())()))(())()((((())))())))())()())(()())))(((()))),-2,-10
()((()())(((())())))(())(()()()(())(()(()))(((((()()()()())))))),7,0
(()()())))))((((()(()(()(()(())((()()())(()(())()))())))())())((,-2,0
()((((()(()))())()(((())))((()))(()())((()))()())()(()(())()())),6,0
()((((()))()((()()((()((())()(()()()))())(()))(())()(())())()))),9,0
(((())()))()()()((())())(())()()()()((((())(()))))(()(()()(()))),5,0
()((())(((()()(())))())(()))(())()()(()()())((()))()(())()()()(),6,0
((()(()))(((((()()())()())(((()())())(((((()())())()))))))(()()(,-11,4
(())(())(())((()(()()(((((()))(((((()())()))(()(((())))))))))))),13,0
(())()()()(())((())())()(()(((())())()()))()()()((()((()())()))),5,0
(()(()))()(()((()))()(()(())()()(()((()))))()())()()()()()()()(),6,0
())))()(((()()))((()))))(()()()()))))(()((((())))()((()))((())(),-1,-4
(((()())(((()()(()())(()())(()())())((()()((()(()))()(())))))))),10,0
((()((()()()()(())()))()))(())))())((()))(()))())()((()((((())(),-6,0
((())(())()(()(()(()()(((())(()(()(())())))())(()((((()))))))))),10,0
((((()))()))(((())())))()((((()((()(()())))()))((()))))(()))()((,-5,0
(())((((((()))()())((()))(()(()(((()(()()(())))))((()(())))))))),11,0
(((((())()())))(()))(()(())(()))()()(((()())()(((()))((())())))),6,0
(()(())(())())((()())(((()(()()()))((()(((()())(())((()))))))))),10,0
()()()()((((((((((((()(()((((((()())())((()))()))))))))))))))))),20,0
()()((()()())((())()()))(()(()(()()())())()))(((()(()(())()()()),-4,2
(())((())())((()()))()()()()(())((())()((())()()))()()()((()())),4,0
(()((()(()(()())))())())))()))))))))()()()()))()))))((()())()(((,-6,-12
())()())()()()()))()))()((()((((((()())((()))()()(()()(()(()())),-1,2
(((())()(()(()(()()(())))))()()(()()))((((()()()()))))(((()()))),7,0
()(((())))()((()((())()))(()))(())(())()()()(((((((((()))))))))),10,0
()))(()(((())())()(()()(()(((())()))())(())))()))()())(()(((()((,-1,2
(()())))))(()(((()())(((((()()))()))))())()))()(())())()(()(())),-2,-6
()((()(()))())))((()))(())()))()()()())())(())()())()))))()))((),-4,-12
()()((((())()))()(()()(()((())))())(())())(()((())))(((((()))))),6,0
()((())()(()(()()()(())())()(()))()(()((()()(((())))()(()((()))(,-8,6
())())())())))(((()(()(())())(()((()(()()))))(()()()))((()()((((,-1,2
(()(((((((()((((()()()((()((()())(()())(()()()(()))(())()))()((),-18,14
((()((()))()()()))((())()((()()))()()((((()()()))(()))))(((()))),6,0
()(())(())(()(()))((((((())(()(())))((()()))((((((())()))))))))),11,0
()()()(())(())()((((()(((((((((()()(()((()(())))))())))))))))))),18,0
()(()()())(())((((((())(())(()())()()(()))()(()(((()()())))))))),9,0
(((()())()())))((((()))())()(((())()))((()))()(()(((()(()((((()(,-4,10
()()(()((()((()())()()))()(()()))(((((((()()(()()(()))))())))))),11,0
()(())()()()((()(()))((()((())()(())()()))()))()()()(()((()()))),6,0
(())))((())))()))())()()))((()(())())())))()((((()()())()))(()((,-2,-6
(())))(())))((()))((())()((((())((((()())(())(())))))((()()())((,-2,2
()(()()(((()()()()()(())((()()()((()(()))()))()(())))())())(())(,-10,2
(())()()()((((((()(((()())(()()))((())))))())(((()))))))(()()()),10,0
((((((())))((()))()))()())(())()(()()())(((((()()())()))))()(()),7,0
()(())(())))(()((()(()())()))((()())())())()(()(()()(((()))((((),-2,4
()(((()()))())()((())()((()(())()))()()(())(()))()()((()()(()))),5,0
())))))()(())())()())()((())(()((())()()))))))))()(((())))()))(),-1,-14
()()((((()))))(()())()(()(()()))()(())()(())((()()()()((()())))),5,0
((()((()))))()()()()()(())(((()))(()((((()()((((()(()))))))))))),12,0
())))))()()))((()()()()()(((((()((((()()))()))())()))))(())))))(,-1,-8
()()((()((()()))(())))((()))()()()()()(()((()(()(())())))())()(),6,0
()()()()(())(((())))(((()()()((())((((()()((((())(())))))))))))),13,0
()()((()()())((()((()()())()(())(()))()(((()((((()(()))))))))))),12,0
()(())()()(((((()()()()()()(()))(((()))((((()))))())(((()))))))),10,0
()))))(()()()()())(((()()(((()()(()(()(())()((())(()(())))()()(),-1,4
(((()()(())(()()()((()(((()((()))(()((()))(()()((()))((((()())(),-16,14
()))(()((()(()((()((()(()()())))(())((()()(())(()((())))))())))(,-1,2
()(())()((((()()((()))())(())((((())(())))()((())((((()))))))))),10,0
()((()))(()())()()((()())((()())()((((((()((()())))))(()())))))),11,0
()(()(())()((()(()()(((()()((((()())()((((()))()(()))))))))))))),15,0
(((())(()((())(())((()()((()())()((((()))()(())))())()()))))))(),12,0
(()(()))())()())))))())))((((())())())(())())))(())(()((()(()))),-3,-10
(()(())())()()()((())(()()((()((()()())(())()(())(()(())))())))),8,0
()()()()()(())(()()()()())()()()()()(()()((()()))(((()))())(())),5,0
()((())()(()())())()((((()(())()))))((())()()((())())())()()(()),6,0
((()())()(()(()((()))))(()(())((())))((()))(((()()())(())())(()),-6,2
())()())(())(())))))()))(((()((()(((()()))()())()((()())((()))((,-1,0
()((()((((((())()(((())()())((()((()))(()(()()))((())))))))))))),13,0
(((()(()))))((()(()())()(())))(())((()))(())()()(())()()()()()(),5,0
(())(()()((())()(((()())))(()((()(((()()()))))((())()()))(())))),9,0
(()())((()(()(((()()(((())())()(()())())(())((((()(((()((()()(((,-18,18
(((())((()(())))(()))())()()()()(()())(()(())((()())))()((()())),6,0
((())(()((((())))())))()()((())())(())(())((((((()()))())(())))),7,0
()()()(()((()))(())((()))()())(()())()(()(()))(())()()()(())(()),4,0
(())()))()))())(()))))(()())()))(()(())))))(()(())(()))())(()(((,-2,-10
(((()(()((((())))))))))))())))(())(())))(()(()()))))())()((()))(,-9,-10
((()()()((())((()(()((()()((()((((()())()()))))))()((()))))))))),15,0
()((((())())))()(()((())))(())((((((()((((()()()(())())))))))))),12,0
())()))()()((((())(()(())(((((())()((((()())((()()(()(((()(())(),-1,14
(())()))))))()))))))))())(())((((())()(())(()((()))())))()()))(),-2,-16
((())(((())))))()()()))()))(((())()())(((())))(()(()(())(())())(,-5,-2
(()(()()()()))()(((()()())()()((()()(((()(()(()(()(()))))))))))),12,0
()))((()()))()((())(((()()((())((()()))()(()()))())())))(()))((),-1,-2
(())((((()))()))(()())()()()()(((((((()))))))())(())(())((()())),8,0
(((()))()())(((((()))())))((((()))()()()))()(())(((())(()()))()),6,0
()()(()(()))()()(((((())))((()))((()))))(()((()())((((())))()))),7,0
()))(())((()())))))())((()()(()()))())(())(()(())())())()))))(((,-1,-8
((()))()()()()()((()()))()()(((()(())()())(())))()()()(()())(()),5,0
()(()((()())))((((()(())())))(())())()()()()()()(((())))()()()(),6,0
()))())(((()))(()((((()()))(()))))))()(((()()()())))())()())((((,-1,-2
())(((()()()())())(()(())((()()))(())))()()(()))(()()()())(((((),-1,2
()((((()))))((((()()))(()(((()((()))()())()()(()()))()()(()))))),9,0
()()()((((((()()(()))()(()(()((())()((())))((()()(()))))())))))),11,0
((()))))))()((())(((()))((()(()(((((()))(((()))())((()(())(()()),-3,6
()()()()()(()(()))()()(())((()((()((())()(((()))(())))))()()())),9,0
())))()((((())((()(()()))))())))()((()(()((((((()((((((()(()())(,-1,12
((()(((()())()()()(()())(()(())())))(()(()))(()()())(()((((()((),-9,8
(((())((()(())()((())((())(()()((()(((((()()((())))))))))))))))),17,0
()(())()(())(((())((()()(((()((())()()(((((())(())())))))))))))),14,0
((()(((()(()()()())()(((()(((((())()((())))))(((()(()())))))(((),-15,10
()()()((()))()()((()()(()))(()))(()())(()(()))()()()(())(())(()),4,0
()(((()((()))))())((()((())(((((()(((()))()()))()))(((((())((()),-12,10
())))(())(()(()((()()((((()()((())(())(((((()(()(())()))())(()((,-1,12
())(())((((())))))))(()))()(()))()))((())((()())(()()))()))))))),-1,-14
()(())(())()((()))()((()()))()()()()((()))()()()(()(()(()(())))),5,0
((()()(())()))()()(())()(((()(()))))()((()))(())()(())(()((()))),5,0
()((()(()(())()((()(())(())(((()))())(()()((()()()(()()))))))))),10,0
())((()))()(())(())()())()))(()()))(()())(()()))()())())()))()((,-1,-8
())())(()(()))))))))())(())))()((()()))())()((((()((()))()())))(,-1,-10
()()()((((((((())))(()()()))))))()((()))((()())(()())((((()))))),9,0
()(((()()(())())))(())(()))()((((((()((()(((()()(()((()))((())(),-5,12
()()(()())()()(())()((((()()(()((()((((()())()))((())()))))))))),12,0
(()))())()((()(((()(())())(()(())))(())()((((()))(((()())(()))((,-2,6
()((()())))())()()(())()()(())(()))(((()()()(())()))())(())()))(,-3,-4
()(()()(((()()(((((()))(((())()))(()()(()()))))(((())()(()())(((,-11,10
(((()))(((()((((((()()))()()(())(()())))))())())))()()(()())(()),11,0
()())()()()(((((())))))))))(())())(((()(()())((((((((())))))()((,-1,2
((()(((((((((())))(()(((()()))))()())(()()))(((()()(())))))))))),13,0
