sequence,stack_depth,count
()))))(())))(())(()())()(()((()()))()()()))()()))())))(()((()()()))()))(((())))()))(()))))))((()((())))(()()(())))((((())))(()))(()))()()))))))((()()(()))))()()))()))((()()()(()((()))))((((((()(())))())()()()))())()((()((())())(()()(())(()))()())(())(())((()((()())(()())))((()((()))))))())())()))())))))))(()))())()(((((()((()()((((()())))))())()())))((()(()))))()()))(((((()(((())))()())()))(()))()))(())()))()(()(()()()()())))))(()))())(((())(((()()(((()()))))(((()()())())))()((()))))()(()()()()))))))))(((((,-1,-54
(()()))()))))())())))()((((()()())))()))()))()))))())())(())((()(()()))((())))(())())()(()))))(())(())))()))()())((()(()()()))())()()))))()((((()))((()((()((()(()(((()(()(()()))(()()()))())(((())()()))())()))()(())))(((()())((()((((((()(()))))()))(((()())))()))())))()))))))))))()))((((((()(())((())()())(((()())()())))()()())))()))))(()()))(()))())(()(())())))(((()(()((((()))())))((()))))()())())()(()((()(((()((())()((())()()(()))()))())()()()()))()()())(((())()(())(())))(()()((())())))())((((())))))()((((((,-2,-42
()()))(((()(())())()((()()))())))))))()((()())(()(()()())()(((()))((())())((()))()(((()()())))()()))(()((()((())))())()))()())()()()))))())())())())))(()))))(((()(()()()()(()(())()(()))))())))))))((()()()()((())))()))))((()()))))))((((())((())))()((()())(()))()))))))((()()())()))))()())())())()))(())))(()())()(())(((()(()(()))((()))))(()))()()))((())(())))((((()(()))())(()()(()())(())())(())()((())((()))(()))()()(()())))(())))))(())())()(()()(()(()))()()(((((())())))()(())(()(()()(()(((())))()))()()))()))((,-1,-54
((()))(()())((()))((((((((())))))(((((()(((())())(()))))()()()())()()))()))())()()()(()()()()(()(()((()))))())()()(())()()()(()())(()())(())(()(()))()()()(()()(()))()()((()()((())()()()()()()(()))(((())()(()))()())(())))()()()((()(()))()(()))(()(()))((()()((()(((()))()()(((()()())((())()))))()(((()))))((())))))()(((())()()()))(((()(()(()((()))(()()))()((((((((((((((((((((((((((((((((((((()()()())(()))())(()((()))()(()))())()())())()())()((()(())()(())(())))((()((()))))(()())))))))))))))))))))))))))))))))))),41,0
(())())((()((((())()()())())()()(())(()))()()()())((()()(()()()((()(())((())))())(((((((((()((((()(()()())(()())((((()((())((())()(((())(()()()(()))((()()(()))()()))))())()()(()((()))(())(((()(((()())((())))))(((()()((((((()()())(()((((())((()))))((((((())((()(()())())((((()())())()((((()((()((((()(((()))(()()))())))((())(()))))(()(()())))))(()))())((())()))(())))()(()((((((())()()(((((((())()))))()(()())()()))))(()((())(())(())(()))))((()))()())()())())()(()(())()())(()(()((()((()(()(())((())()((()(()()()(,-2,50
((()))(((()(()))(((((()((()((((((()()()(()()())(()()((()))(((((((()()((()(()())())))))(())))()))(()))()()(()))()))()(()))(()()())()(()(((((()(((()(()()))((()()(()(((())))(())()()((()(((()(((())()((((()()(((()()()()(())()(((((()(()(()((()(()()())))()()(((()((())))))))()()))()())((()((()())))))))(((())(((((((()(()))())(())(()()(()())((())))())((()(()(()(((()()()(()()()((())())()(())()()()(((()()()))()(()))(()(()()()()()()()))(()((()())()(())(()(()()(((()((((()(()(())((((((()())((((()()())(())))))((()()())((((,-71,70
(()))))))())()(((()))))()())))(()))((()()(()))())))(())())()(())(()()))))(()))))))(())(())))))()()((())()()()()()()()))))((((()))()))(()))(()())))))()(())))))))))((()(((()((((()())))((()()((())()((()())())()))(())())()(())((()())(((()))()()))((()()(((()((())(())((((())))())()(()((()(()((()()))))())))))))))(()()))(((()))(()(()()))))())(()(())()(((())))))))((()()(()((()()))((())))))(()(())()))()()((()))))()()())(()))((()(()()(())())()()))))())(()))()())))((())))())(())()())())))())(()()((()()()()(((())(()))(),-2,-58
()()((()((()(((()((((()(()(()))((((((())(((())(((()((())(())))(()((()(()(()())))()())()((((()))()()((((((((((()(()))(((()))))))(())(()((((())(()((())))()()))))))()(())))))())()())(((()))()(()(()((((()))())))(((()(()(()()())()(())()(()()()())(())(()(((((())((((())()()((()((()))((()()((()()))()))))()(((()((()))))()(()(()()(((()(())()())))))(((((()(((())))(((()()()())()))(())((()())))())(((()))))(())(((((((()(()()))())))((((())))()(()()((()(()()))())((()))(((()))(((()))))))((()())(()()))))(())()))()()()((((()),-48,40
((()()(()(())))()(()(((()))))(()(()())))(())()(()(((())())(()((())))))((((()(((((()()()))((())(())())(()(()()()))()(()()(()))()(()(())))()((())()()()())))(()((()((()())(()()))()((()))(()(())(()())()(()))())()(()()((())()(()))((()))))())))))()()()((((())()(((())()()()))(()((()()(()()))()()())()))())((()((()((())))()))(()()))()(())()())()()((()))()(()((())(((())))())())((()()())((()))(())()(()))()()()()()()()()()()()(())()(()()(((())()())()))(((()(((()(((()()()()))))(()))()))((()(((()(())((()))(())()()))))))),10,0
(((((())(())()()))(())))()((()((()())(()(())))(((()()))())))((((())()())))(())()()()(())(())()()(())(((((((((())()())((()))())))))))()()(((()(((((()(()()))()))()(((())((()((()))(((())(((()())()(((())(()(())(()(()())(()())()()(()(()(()))()())()(()()()()()(()(()()((()))((()))))))(((()((()(((((()())))(()())))))())()(((()())(())((()((()())))(())()()())())((()(()(((((((((((((((((((((((((()()()()()()()()()()())()))))()))(((((()()()))(()(()(()()))()())((()()()(())))))((()))))))))))))))))))))))))))))))))))))))))))),48,0
((()))((()(())))((()()(())((()((()()(())()))))()()(((((((((()()())(()()))()())()(((())(()()))())()()()))))(((())))((((()())((())(((()()())))))()()((()()(()))((()())(()())))))((((()()))()(((((()))()())()))))()(()))))())(())((((())((()(())(()(()())))))))((()((()()())())(())))(())()()((((()((()()()))))(((()())))))(((()())()))()()(((((()((()((((())))(()()())))))((((((()(()())))()(())(())))()()()()()()))())(()(()()((((()((()()()()())(()()))((()())(())))))))))))()()()()()(())()(()()((()())))()()(())(((((()))()))),12,0
(((((()()))))()())((()((()()(()())(())()))((()())()()(((())(()())()(()()(()(()((((())))()((())())()((()(())())((())(())(((((((((((((((((((((((()()()()()()()()())(()()))()))(((()(())(()()()()()())))))))())))))()))))(((()(()()))(()((())(())()())()()(()(((((()()(()(((()()((()(()))))((((()()())()(())))())))))))(())()())))(((()(((((())()()())(((())(()(()()()()())())))()()(()()())(()(()(((((())))()())))(((((())((()()()()))()((()))((())(())(())(()())()()(())())))(())()))((((((()())))))))))))))))))))))))))))))))))),35,0
()()(((())))(()()(((()(()(()))))))()()((((()(((()(()))(())(()()))))))(()()))()(()((()(()())(())())))()()()()()()(((((()))(()))(()()()))())()(())()(()(()))()(()())()()((()(((()))(()))()))(())()()()(()((((()(((()()()))()())((((())())((())(())()(())))()(((((())())(()()())()))(()))))()((()(()(())())())()()()()(()(()()))()()))((((((()()((()())()()(()(())(((((((()))()(((((((((((((((((((((((((((()()()()()()()()))()(()()))))(((((()()())(())()(()())(()))()()(()))())((()))))))()(())))))))))))))))))))))))))))))))))))),44,0
()()((()))(())())())())())()))())(()((()())())()())))))((()(()())()))))((()))(((())(()))(((()()(((()()())))((()()((())()))()))(()))())()((())(()))()()()))(())()()())()(()())))()((()))))()()()))))(((()((()()((()())))))()((()()))())))()()())))()))(()))((()(()()()))())))(())(((()))))())(()((()()((()(())((())()(())()(()))())())(())((())()(()(())))())((())(()((())))(()()((())()))()))))((((())))()())())(()()))()(()))()()))))((())(())))())))(()))))((((())))(()()()(((())(()(()(()())))(((()())()()))()))())))(()()()(,-3,-48
())()()()()(()()))))((())())))()))))()))(()())))(((()))(()()()()))())()))))))))((()))())(((((())))))()())((())))())())(())())(((()))((())()(()((()))(((())((((((()(()))()()((()))))((()())())(()(())))))(())(()(((()())())())(()())()((())())(()))))(())))()))(()()((())))(()((()((())))(())()()())(((((())))()))())))())))()))()(()(((()))())((()(()))(((()(()((())))))(()(()()()()()(((())((()()(())())(())())())())()(((((())))))())()()()((())))(()())())()))(()())()))(()()()))((((()()()()())))(()()(()()))())()())((())(),-1,-40
()(()(((((())()()())())(()()(()(()))))()((((((((((()))(()))())(()(())))())()(()())())())))(()()))(())(()((()(()))))(()()())())()((()()))()(())(())((())())()()(()(()())(()(())((((((((((((()((())))((((())()()(()))())))))))())())(()))))(()))((()))(()())(((())())(()())))())()()()((((())))())(()())()()()()(((((((((((((((((((((((((((((()(()))())()))()))))(()()(()))((())(()((())()))(())((((()))()()))()(((()((())((((())))))()))))(())()(())(((()(())())))()((()((())))((()((()()()())((((()))))))))))))))))))))))))))))),31,0
(((()(()()()())(()))()()()))((((((())))))()())((()(()()()((()(((()((()())()))(((()()()))()(()((()()(()(())(())(()()))()((()()())(()())(()())(()))()))())))(()()(()))((()()()()())(()(()()((((()()()()()()()()())(()()()())()()(()()))((()()))))(()(()())((())(()()(())))()(()()(()(()))((()))(()(())(()()()()())))()))())(()))()()()(()))()))())))()((((()))))()()((()()))()(()()(()()))(())()(()())(((())()))()((((()(((()())()((((())()()))(()))(()))())(()()(((()))()((((())((((())()))))))()()()))()())()())((((((())))))))),14,0
()((())))()())())())()))((((((()))()(())((()()(((((())(()(()()()(((())())()(()(((())))((()(())(()))))((()()((((()())))))(()((()(())(()(()()))(())(())(()((((()))(())(()()(((()()()(((()()()))))()(()))((()((((((((()())(())())))(()())(())()((())()())()())())()()())((()))((((()()(())()())(()(()()))(()()((((()))()()(((()(()(()(()))(((((()((())())))(())()((()())))((()()()()))()(()(()(()((())((()()((()()))())())()(((()(()))((((())((()())(((())(()())((()(()()(((()(()(()(()()()()((((()))(()))))()((()()))((())()))))(),-3,48
()))())(((())((()())((((())()))((())()))(())()(((()()())()(()()(((())(())))(()())(((()))(())())(())(())))(()())))))((((((()))))))())))(())((()))))(()))())))))(()())))(((((())(())()(()))))))))(())))))()()((()()))))((()(((())((()())((()())))()(())())(()(()(())())()()))())(()(())((()((()))(())(()(((()()())(())(())())))))()())))()((()))(()()()))))())))())())))()()())))((((()((()(())()()(())((()()((())))((())()))(())((())))()()))((((()((((())()(()())(())(((())())))(()()))))()()()(())()())())))())())))())(()))(((,-1,-40
())))))()()()()((((())))))()()()()()))))((()()())))((()()()(((()()(())())()(((())()()))()(((((())(()))())()()))((())))()()))()()))(((()))()())((((())))(())))))())(()(()))(()())))((((()(()()))))(()))))))(())()(())())))(()(((()(())))((()()(((()()))()(()(((()(()()))()(()()(((()((()))())(())())))()(())()))((()))))()(()))))()((()))()))()))()))()()))(()()((((())()()())))(()))((((()()(()(()()((()())()))((()))()()((((())))())()()())((()))))(((()))))(()())))()())()(((())(())((())()))))(()()))((())))))))()(((())()()),-1,-40
(((((((()())()))()))(())()((((()()((())))()()(((((()))(((((((((((((((((((((((((((()()()()))())))())()(((()(()((()))()((()()())(()))()()(()(()()())))()))))((((()())))(())())()(((())((()))))())))()(()(()()((())(((()()(((()()))())((())((()()))))(((())))((())())))))()))))(())())(())))())(()))(())(((())()))))))())()())))((())))(()))))((((()())))(())(()(()())((((())(((()((())((()((())()((((()()())()(()())))()(()())((()()()))(()((()())))()(())((())())())()(()())((((((())))((())(()))())()))()()))()()))))))))))))))),36,0
()))))(()())))()())))()))))())())()()))(()()()()))(()(())))))(()))()))()(((((()(()()))))())((())(()()))()))()()(()))(()()()))()()()())()(()())())()())()())((())((((((())()(()))())())((((())))()())())())())()))())()(())(((((())(()((()))((()((())()())()()))()())()())))())(((()))(()((()))())))(((()))()()())()))((())(()((()()(()))))())(())((())()()()((()(()())))((((()(())(()())))(())(()(()(()))()()((())))))))())()()()))())))((()))())()))()(()))()()())(((()()))))()((((()(())()))((())()())())(())))((()))))))(()(),-1,-54
((()()))((()))(()(()()()()))((()()((()((())(((())()(()))()))(((())))())(()((()())())(()()(()))))()())()(())()(((()()))(()()))(()())()()())(((())()))()((())(())()((()((()))(())(())))((()))((((((((()))))(()((()()())))))(()()))))(()())((((((()()()))()))()()()))()()(((()))(((()(()()()()))()())))()(((())))((()))()()()((()))((((((((((((((((((((((((((((((((((((((((((((()())()(())))(((()())))(((()())(()()))()))()())((()((()(()())()())))()))()()((()((((()()))()(()(()))())))(())))))))))))))))))))))))))))))))))))))))),45,0
()()()()((((())(()()))))()((()()()())(()))((()()))(())()(()(((((()()()))())(((((((((((((((((((((((((()()())(()))()(())((()()()))(()(()())()(())(()))())(((()())())()))())()((((()()())((())(())))()((()(()()()))()))()))))))())))()))()())())))(()))))()((())()))()(())(((()())(()()(((()()))))(()()()((())())(((()))))))()())()((())(((())(()(((()((())(()()))))))()()(()))()(())(())((((()(()())(()()))())()()))()((()()())))()((()))()))()()((((((((()()()(())())))()((((())))((()(((()()))(((()((()())(()()))))))))))))))))),29,0
()())()((()(())))))((()()())()()))()()))())(())((()))(()((()())))((((()()))))(((()(()()()()()()(((()())(()(((((((()()()((((((())((()()((()(()()(((()(()(()()())((())((()(()()(()((((((()(((()()))()()())(((((((((()))()((()))((())))))))()()))))((())(()))(()))((()()))(((()()(()((()(()())))())((()((()))))()))()())))()())()(((()()()(())((()()())(()))(((()((()))()()(((((()(()()(((()()(()((((((()))(())((()))()()()())))()()(())(()))()(()()(((((()((()(()))(())(()((()()()((())(()())))())()()(()((()(()(((())))()((()())),-1,54
((()))()((((((()(((()(()))(()(((())))()()(()((()())()()(((()()))(()((())))(()()))())(((()((()(()())(()))()()())()(()()(())))((())(()))((()())()()()())))))))(())()))((())))((((((())())((())))))())))())(())(((())()(()()()(((()((()(((((()())()(())()())()()(())((()()(((())(())(())(()))())(())))))(((((())))(()(()))))())))))()()(()((())))())(())))(()())()(((((((((((((((()))))()())(())(((())()))()((((())(()))()(()))((()())))()()(()))())()()()(()())(((())(()))))(()(()))((()))(((()((((()(())(()))()))(()))))))))))))),17,0
())(()())(())(()(())))())))(())))((())()(()((()))(((()(())((()())(((((((((())(()(())((()(((()(())((()())))(()))(())((()())(())()()))((()((())()))()(()(()()))()()(((())))(((()))((()))(()((()()((((()(()))()((())((((())()())(()))()()()))(((()(((())))))(())()()())((()((()()((())(()(()(()()(()()))()))((())())(())(()())))((()())(())()()((()(()()())(())()(((())())((()(((()(())((()))(()()))()((((()()()))((((()))))(((()))((((()()())(()())()))(((())(()((())(()))()())())(()((((())((())())((())())(((((()))())(()()(((((,-1,46
(()(())())))))))))))()(())()(()()()(((()()(()((()(()(()()(())))))))()(())))(()))())()((()())))())()(((())))))))(())))())()()(((()()))(()()(())()(()))(())))(()(((((())())())()))))()(((()()(())))(()()())))(((()(((((((())))()(()(())(()))(()()))()()))((()())()())())))))((((())()()))))(()(()))))((((()())((()(()))(((()(()((())()()(()))(((())(())()(())())()()))))((((((()))))()))()())()(()(()))(((()(()()(())()((())(())(()())()())(()))))()))())))()))())(())))((()))()()())))(((()(())))()))))()))(())()))((()()()))())),-3,-44
()(((())((())()())())))()(()(((())))(()()))(((()))(()())())())(()))))((((())(()((()())((()((()()()())))())))(())()()))(((())())(((()()(())())(()))((()()()(((((((())(((((()()((()(())((()()(()(()(())((())))(((()())())()))))())))()(()))))))((()))((((())((()()(())((()((((()((((()(((((())((()))((()()()(()))()((()()))))()(((()(()(()())())((()))())((())(((()(())()))(((((((((()(((((())()((()(()()(())()()())()(()))(())))((((())()((((()(((())()((())(()))(()()))())))(()(()))((())(((())))(((((()))))))()(()(()))()()())(,-5,44
()(((((()))(()()())())(((()()())()((((()(()(())()()(()))()))(())))(((((())(()()()))()))((())))))()()))()()(()())()()((())(((()(((()))))((()((((())())()()(()()))((())()((((()))))((()()(((()((())(())(())()))((((((()(())))()(())))()(()))))((()))()(()(()))())()((()()(())(())()((((()())))()))()()())(())((()(()))()))()))))))()))(((())((((((((((((((((((((((((((((((()()())(()))(()()))(())()()))))(()(((((()))(((()()())(()())(())()(())(()))((()()()()))))(()()))(((((()()()()()()())()))(())))))))))))))))))))))))))))))),33,0
())())(())()()()()(()((()))())(()))())((()(()))()()())(()()))(()))(()()))(())(((()((()))()(())))(())()(())))))(((())()(((())()((()))()(()())()(((())(()))))()))()))()()()()())))(()()))))()))())))())(((((())))())()((())))()()()()())(()))())())()(())(()))()((()((()())()(((()())())((()(())()()(()())))(()()))())))))))()())))(()))())())))((((()))))(()((()(()(())(())))))())(()()((())(()))(())))))))())))(())))((()))()()))))((()(())()))((())()())(()()(()(((())())((())()))((())((()))))(())()()((())(()))())()((((()()(,-1,-50
()(()))(()((()(()()((((()())(()(((()()()())(())))(((()())((()()))())))(()))(()(())((()((()()((()())))())()(((()((())))))))()((((()))(()()))())))((())(()())(()(((((()))))))())()(((((())(()(())((())()))())((()(()())())((()()((((()())((((()))((()((((()())()((((()(((()())()()()((()((()()((((((()((())()(()()(()()(()())()(())))(((())())))())))()()((())))()())(()(()(())((()(()))(())((()))()()))()((()(()((()(())())(())))()(())())((((())((()())((()(())()()()((((((()())))((()))()))()()()()((())(()(()(()(((()(((((())),-2,50
()(())(((((()(((()())(()()((()))))(()))()(()))))(()(()(()(()))()))()(())()((()(()()()((())()()())((())(()))()()())())()((()()((((()(()())))((())())))((()(())((()((())(((())()(((())(((())())())(()))((())((((())(())(())(())))()(()))(()((())()(())(()(()())()(())))(((((()())(())()(())())(()))(((((()(())()))((((((()(())())()((())))()())(((()(()(()())))))(((()(()()(()((((((((()))((()))(((()((()()()))()())(())((()(())(())(()(((())))()((())))((()(((()))()()()()))))()(((())()()(()))((()())()()()))(((((()((()))((()(),-45,44
()()()(((())()))((())()((()))(()()(((())(()()())())))())()(()())(())(()((()(())()((()()(())((()()()((())))(()())((()()((()((())))))))())()(())(()()))))(()))((()()))((())(()()(()(()()())((()(()))()(()(()(()(()()())(())()()(()((()))(()())(()()())))((()())())((()((((()((()(((()))())))())(()()()(((()))())()(((()((()(((())()(())))(((()()()()()()()()())())()(()()))()((())))()(((())()))()(())))(())))))())(()))))()))()()()()((()))(())))()())(()))()(((())((((())()(()(())((())()))()()(()()()()()))(())())())()(()()))),21,0
()()()(())(())(())()(())()()(()()()()())()()(()())(()()())(())()()()(())()()(()())(()()())()()()(())(()()()())(())(()()())()()(()())(())(())()(())(())()()()()(()()())(()()())()(()())(())()(())()()(())()(())(()())()(())(())()(())(()())()()()(()())()()(())()()()(()()()())()()(()()())(())()()(())(())()()(())(())()()(())()()(()()()()())(())()()(()())()(())(())()()(()())()()()()(())()(())(())()(()()())(())(()())(())()()(()())(()()()())()(())()(())(()())()(())()()(())()()()()(()()())()()(()()()()())(())()(()()()),2,0
((((((((((()(((()()))())((())))(()))))))))()))()()))))))((()))((((((()((()()(((((((()())))((())(()())))))())())())()(()((())((()())))))(()()))(()(((())((()(()((()(()(())()())(()))()()()((()(((()))))())))(((()))((()()))()(()((()(())()()())((()(((((()))(((())())(())(()()(((())())(((()((()))()()()((((()()(())(())()(()()((()))()(()())(()()())())((()()))(())((()))())()())((()(()(())((((((()((()()()))()((()(((())()()(((())((()()(())()((()(((())(()(())((())())())(()(()())))(((()((()((((((()()())()()(()))))())()))),-14,42
(())()((()(((((((()()()()()()))())((()))(())(()()())()((()()((((()))))((())(())()(())))))(()()))))(()()))()(()(((()())()(((()(((())(())))())))))())((()))())((((()()))))((()))(())()()()(())()()((()()((()(())()))))()()()()((()((())()()()(())(()(()((()))))())))()((()())((()()))()())(()())(()()())()()()()()(()()())(())()()((()()(((()())(((((()()(((((((((())((()))())(((()()()))(((()())())()(())(((((()()(()()()()))())()))))(()(()(()(()())((()))((((((((((()()()()()()()()()()()))))())(())()))))))))))))))))))))))))),31,0
(((()(())((((((()()((()))())((())))))(()(()())((()())()()((()((()))(((()(((((((()()())))())()()))()()))(()))()((()(((()()))(((())()))()((())(((()(((((((())(()))))))(((())()((()(()()(((())))(()))())()()(()(((()())((((()(()))()()()(()((()()(()))(()))())))((())((())))()())(((()(((((((((()()())(()(())(()((((())))(()(())()))())((())(())()(()()(()(()))))()))()(((()(())()())()))(()()))()(()))()(())))()((((((()(()())()())()()))))()(()(()(((((((((()()))(((()(()))((()())((()))(()))()))())(()((()(((())))))(((()()))(((,-46,44
((((())(()((((()((((((((((((((((((((((((((((((((()()()()))())(((()())))()()((()()()))()(())()))())()(()(())())(((((()(())(()))()())()(((()))()(()(()))((()()))))())((())(((()(())()(()())(()()())(()))()()(()))((())()()(()()(())(()()()()()))()()())))((())())()(()()()()))()())((()()))))(()())))((((()))()(((()))()(((((()((()))()))(())))()()()(()()(()())))(((()))(((()(())()())())()))(()()())()))()()()()(()))())))))))()(((()()()))()(()(()(()(()(((())(())()()))(()))()(((())()((()))(()))()))))))))))))))))))))))))))),41,0
((((())()))()))())()()((((()())())()(())()(()((())(()(()())()()))))()(()()))))))())(()())((()))(())))()))())()()))))))))()())(((((((((())))()()()())))((()()))()()())()())()(()()))(()())))())))))((()((()(((()())))(())))))))(()())(())((()(()((())))()())((()()((())(((())(()(()())))(((()()(())()(((())())(()(((()))())))())(())))(()(())()()((()()()()(()(()()))(((()())())())(()))(()(()))(((((()(()))((()())(())()()))))))()))()()()))()))))))))(((()())))))))()(())))(()))()(()(())())())))((()()((()()))()((((())(()())),-5,-42
((((()(())()()(())(()))((()(()()()))(()))(((()))(((())(()))()(((()))()()()(())()())((()((()()))))()(((((())())((()())()()((((((())()((((()()(()(()))))))((((()()(((())(()(())(()(()()(()())))()))((((()()((((()(((((()())()))(())((()())(()(((()())())((()()((()()(()((())())))))))()((()((()(()()(((())))((()))))(()))(())(()()((())())(())()(()())))(()))()))()((())((())((())()((((((()())))()(()((()()()(()))(((()))))())())()()()())())(()())(()())((()(())(((()(((())())(((((((()))(()())()(()()(()(((())(((()))))())))()(,-51,44
(((((())(((())))()))))(()(((()(())()))))(((()(())()(())(()()(()))(())()())((()((()))((()(((()()()(((())(((())()(()))()())))))))())()((()))())()(()))(())))(()(())(((()((()(())()(()(())())((((()))))()()))()))()(())()(()))()(())(())())((()(((((((()(()())(()()(()((((((()())()()))())(((((()(((((((((((((((((((((((((((((((()()()()()()()()()()))((()())(())(()())(())(()))()())(()))(())())))((((())())(())((()((()(()()()))(())())((()())()(())())()(()(()(()())())())(((()))))))))))))))))))))))))))))))))))))))))))))))))),50,0
())())())((((((()(((())()))((())((((()()(()())((((()))(()((())))((((())((()))(()(()(())()()(((()()()))(()()()())(()()((()))(()(()(())()()())(())()(((()))((()()()()())()((()())(()())))((()))((((((())(()))(((())))())()((()()())(((((()((()(()()))))))))()()(())())(()()))((())((((((()(((()))()((())))(((()()()()()((((()())()))))())(((((((((()()((()(((()((()(()()((()))((())()()())(((()))))())(((()())()(()()(((()()(()((())(()())()()(((()()))))()(()((()((((((()(()))()()))())((((()())(((((()())))(((()))((()((((()))(),-1,66
(())(()())()())(())()((()(())()())()())()()())((((((())(()((()(()))())))))((()(((())(()(()((((()())())))()(())((((((()))()(((())))))()((()(()()(()))))()())()())())()()()()())))())(()))))()))((())((()()(((()((()())))(())())(())())(((((()()(((((())(()))()()())())((()((()))()()())()())()(()((((()()(()))))()()()())((((()))((((()()))(((())))())(((((()(())()()())())()))(()())((())))))()))(((((((((((((()(((()))((())))()((())(()))((())()))())(()(((()))((((((((((()()(()(())(()()()())()()))(()((())()(()((()((()((((((,-2,40
(())(())()(((()()))((())))()((()()))()((()()))()()()()((()((())))()()()((()())(()((()())))())())(()())()((()(()((()())))))()()()(((()())(()())()(((())(()()()()()()()))(()))((()))))()()((()))((()()()))()()()()(((((())()())((()())))()()))(((())))()(())((()()())()())()()()()()()(((((()))()())(((()()))(())()))((((()()))())))()()()((()()(()()()())())())()(()(())(((())((()()())))))()()()(())((()())(()))(())()()()((()(()))((()()(())(()()))()()))((()))()()()()((()(((())(())))))()((())((())(())()(()())))()()()(()()),6,0
()((()(())))()(((()())(((())()))(((()()()())(()()()()()()))())))((()(()))(()()()()(((()))()(()(()()))))())(()()((())))(())(())((()(((()())(())()()(()()))(())((()()()()()()))())()()((())()(()()()))((())))()()()(()))()()(())()()()()(())(()()()(()()()()))()()(())()(((((())()(())))()((()()(())))))()()((()(()((())(())(()()())(())()))())((()))((((()())())))(())())((()()())())((())()((()()))((())()))()(())(()(())(()))()()(()(())((((()))()()(()(()()()()()))())()()))(()()(()))()(((((()()))()))(()(())))()()()()((())),6,0
()(()((())())((((((((()(())((()())(())(()()))))())(()()((((()()))(()))))((())))((()())()()((())(()()())()()((())()((()(()))))())(()(())(()()))()()())))))((())()))((())())()()()()(((())))()()(())()((())((()())()(()))(())()())((()())())()(())()()()((()((())))()(()))(())((()((()(()(()()((()(()))(()))(()((()(()()()))(())()(()))))(()))())()()((((())())(())))))())(()((()((()(((()())))()))()())()))()()((())(()()))((()()))()()((()()((()))()))(())((())((()))(((((((((((((((()())))()))(((((()))((())(())))))))))))))))),17,0
(())(()(()(())(()())(()))())(()(()())())()()((()))()(((()()))()(())()((()()()()))(())((()()()())(()))((())()(())(()())))(())()(())(())()()((())((()()))())(((()()()))((()))())(((())(())))(()(()()(()))(()))((())(()(())()))(((()))(())((()()()()())))()()(((()()())(())))(())((())()((()())(())())((()())(()))((()())(())(())))()()()(((()()()()))((()())))()()(((())()(()())()))(())()(()()(()(()()())(()()())))((()))()()(((())))()((()()))((())()(()(()()()))(()()(())(())())(()(()())))()()(((())(()()))()((()())()()(()))),4,0
()(())((()))()()(()()())()()()()((())())(()(())(()()))(()())()(())((()()()))((()()))()()()()(()(()))(()(()()())(()))((()()()()()))()(()()(()()))()(()(()()()))()((()()()))(())(())()()()()(())(()(())(()()())())()()()((())()())(())(())((()))((()()()))((()()()()()()())()(()()()))(()(())())((()))()()()()((()()())()(()()()))((())(()))(())(())(())()()((()())()()(()))()()(())()()(()(()()())(()()()))()()((()()))((()()()))((()())(())()()()())()()()()()((()())(()()())(())())(()())(())()()()((()())()(()))((()()()()))(),3,0
()(()(()))()()()(()(()()))(((()))()(())(()((((()()))()())()(()((()()((())())(()())((((()))))(()())((()()())())))))))()()((())())()(((()()()()))(()(()(((()(()))())((()))(((()()())()()((((()))))(()))()(()(()(()))())(())()(((())))()(())))()())()())((())()))()()((((())))((((((((((((((((((((((((((((((()))))()(()(()))()))))())()((())(((())()))(()())))()))(()))((()()()())(((()))())))(()((()(())(()())((())(()()((()()((()()()(()(()(()))()))()((((((()))()()()()))))))((())(())))((()((()((())))))))))))))))))))))))))))),32,0
(())()()()(()()())((())())((((()))(((()())((())()(())()))(()))))(())()((()))((((())(())(())(((()()())(())))((()(()()())(())())(()()(()())))))())()()(((()()(((())()()(()()))))))(()()()()(((()()))(()(()())())()))((()()))()()(((())))(())((((((())()(())()(()()()()()())())))()(((())))((()())()()(()()(())())((()(()()())()))))()((((()))())))()(()((()(()))))()()((((()(())(()(()())()(()()))((())(())(())(())))(())()(()()(()(()())())()()()())(((()))((())))())(()()(())))((((()(()()())(())()()))(((())(())))(()()(()))))),7,0
(())))()(()())))((((())))())))(((())()((((((())())(()(()(((()()((())))(())))(()())()())(()(()(((()((()(()))())()()()((()))(((())((()()()()())(()()())()(())()((())(()(((((()()(((())))(()(())(()()(((())()(()()(()()()()((((())()((((()())())())())()((())(())()(()))))(((((()))(((()))))()())()()())))(())(()(((()((((()()))))(()))))(()((()(())()()()(((()())()())())(()(((()()())()(()((()))(((())))()(()))(((()))(()(((()))(()()())(()(()((()(((()((((((((())()(()))())())(()()()((((()(()))((()(((()(()))))())(())(((())))(,-2,48
())))))(()(())))())()((()))()))(())))(()))())()())()())(()()))(())(()((()))))((((()())(((((()()(()()))()(())())(()))))(((()()))())((()))((())())))()((())))()()(()(())()))(()()))()())()))(()(()))))())()))))(()()(((())())(()()(())()()))))(())))()(())()(())())())(()))())()))()()())))(())())()(()))(((())())((((()(())((((((()((()())(((((()()))(())()))))()()(()())(((()))())(())))))(()))(()()))())()((()))(()((())))(((())()()))()()()(())()())()(()((()(()((()()()()))())()))())((()())))())))())(()((()())))()()(()))((,-1,-44
