sequence,stack_depth,count
()(((((()()))((()))((())))())(())()(()()))(((()()()()))(()))()(())()()(()(((((()(()((((((()()))))))()))))()()())))()()(())()(((()()((()())))()()())(()(())(()(())))()()())()(())()()()(()())((()()))(()((())((())()(((()()()))))())())()()()()((((((((((((())())())))()())(()()()()((())(()()))(())((())((()((())(())()())((()))))))())(()())())((()()(((()((()(((())((()()))()(()())((((())(()()))))())()))())(()(()()((((()()(((())()))())))))(()(()(((())(())())())(()(())))()))()((()())()((())((()()()((())))))())))))))))),19,0
((()))((((())())()(((((()((())())(()()()(())(()(((()))((()())())(()()()))()))(()(((())(())((())())())()((((()(())(()(()()((()))))((()()())))()(()())))()((((())(()()))))))(()()))(((()(())()))(()))(()()(()()))))())))()(((()))()(())())((()())())()))((((((()(()()))(()((()))))))))()()()((()((((())(((())))())(())))()()))((()(()())))()(((())(()))()()(((((()(((())())()))))((((((()())))(()))()())()(((((())((()))())))()(((((()())((()((())()())((()))()((((()))(())()))()(())(((()))(((((())((()())))((()))))))))))))))))),19,0
(()(()()))()(((()(()))(()()((()())()()(())()()(()()))))())(()()(()())((()(((((())((((((()))())()(())))(()))()))(((()()(((()())((())(()())((())(()()())((())(()))(()()()()((((())(((()())))(()()()(((()()))())((((()(((()))))(((((())))(()))()(()((()()))((((())))))())(()))(())()(((((()()()(((())())))())())(()))((((()((()(((())(((())()))(((())(((()(((((((((((()))(())(())(()))))))))(()()))(((()()))(((())))(())))())))(())))())(((())))))))()())())())(()))())()()))()))(((()))((()((((()((()()(())))))))))))))))))))))))),45,0
)())()))))))()())(((()))((()(()()))((()((()((()((()())()))(((()))))((())())()()(())))()()(()(()()()(((((()()()(())((()()((()))))())((())(())(()((()()((()())))(()(((((((())()(()())(((()(()(())))()()())))))((()()()())))(()(()())()((()(())(()())()())(()()((((((((())())(((())())(()()))(())()))()(())))(()(((())())((()(((()()((()))(((()(())))())((()((()))))))(())))((())())()()())))(())(((()))())())())())())())((()(((()()(((()((()((()))())((()))()))(()))())())))()))))(())))()()())((((()((((()((())))(())))((())()((,0,10
))((()()))()())()(()()()(()(()()())()()))()(()(()()(())((()))))(()))((()((((((()))))))(())(())((()()()))()))())))))(()()(()(((())(()))())(())((())))))))())()(()(())))(((()()()(((((()()(()((())(()())()()(()())(()()))((()(()))()()((((()())((()))()(()())))))()(()))(()))()((()))))))(()())))())())(()()))())))()())()(()(())(()(())()(())))))))(((((()(()))(((()()())))(((()(()())))())(())())(())((())((())(())))())())(())())(()))(())(()()(())))(((()((()(((()()((((()()()(((())())()()(((()(((())(())()(((())(())))()(((),0,-6
(((()()))))))))())()))))()))())))))(()())))()(()))()))))())()(())((()((()())()((()())))()))(((()()()((((((())())(((())())))()(()((()())))))))()))(()()(((()((()()(()()))(((()()()(()))()(()())(()()))())))(()(()((()())()))(()((())())(()))(((()))()()()((()()))())(())(()()((())(()())((()()(()(((())(()(()())()()()()())))(()()())))))()))())())((()(()))))((())())())(((()()()(())()())((()()(()))()(())())())(()(()))))(()())((()()))())())()))(()))))))(())((())))()()()()))()(())))()))(()(()((((())))(()()(((())(())()()),-4,-38
()))(((()(())((((())))(()))(())((()((()()(()())()()(()())(())))(())((()(()(((()((((()(()((()))))())()(())())()))())())))))((()))))))())))()()()((()()(()))(())(())))()()((()())(()))))()())())((()))))((())()))()(()(()())))((())())(()(()(())((((((()))(((())))()(()(()))()((((())(())()())()()((()))()()())((()(())((((()()()((()((((()(()))()(())(())(((((()))))()(())(())(()))))((((()(((())))()))())()(()())((((()(()))))(()()))()(((()())(()))()()()(()())((())(())))))()()(())))()))())(())()()))))((())(()))))())()))((),-1,-12
()()))))((()((()((()(()))((()(()()()(((()())()())()(()))()())()()))())((((()))((()(())()(()))((()((()()()))()()())()))(()))())))((())()())()(((()((((()(((())()((()))()))())))())()((())))(()(()(()(()))(((()(()()())(()(())(((()())()())(((()(()())(()()))(((()))()()(()()))()(()(()()))())((()())))()()(())))()(()))(()())))()((()()())(()())(()(()))()(()))()((()())()(())()()()())()()())()())))()())))((((()())()(((()))))())()(()())())(())))))))))(())))()()()((()))(()()(((()())(()())(()())()(()(())))(())((())()())()),-1,-14
()(())()()(((()())()(()()()(()(()(((()))))(((()))))))()(()(((()())(()((((()((()))())())()))()()())))(()(((((((()((()(()((((((((()))()())(()((((()(((((())((()()()())()))))()))((()()())(()(())))((()))))()))))((())(()()()()(()))()())(()))(((()((()((()))))))(()))))))(())()(()())((((())))(())))((()(()))(((()))())()))()((()((((())(())))))(()()((())()(()(())(())()(()()()(()))))()()(()()))()))(((()())())(((((()()(()()(()()(()()()))(()(()))(()()())))))()())))))))(((())()))()(())(()()(())))()()(()))(()((()((()))))))),30,0
(())(((())()))()()()(()()()())((())())(((())(()()())))()()((())((((()())))(((()()()()(()))()(()()()())(((())))((()((((())((((((())()()()(((()(())(((())))))()(())()()((()()())((())()()((((()))()(())())()))(()))(()(((())((()())(()()()(()(()()(())))(()()((())(()()(((((()())()))(())()()())()()((()(()(())()))(()((())(()()())()))(((()()((())))()(()))))(()))(((((()(()((()((((((((((())))))((((())(()(()(()()(((()))(())))))(())))(((())())()))((()(((((((()(())))))(((())()()()))))))))))))))))))))))))))))))))))))))))))),47,0
()()(()()(()()())())(())()((((()((((()()(()(((()(())()(()()()(())()))))()()))()((()))()((()))()))(()(()(()))(())((((((((()(()))())())(((())())))(((()))(((((()(()))(()((()((())))(((()))(())())))(((((()())()())))))()()))())())((()))))((()))()(()())()((()))((()(()())))()(())()())()())()()()))((())()))()()(()(())())())()))(())((()(()(()((()((()))))())()((((()))))()((((()())(((((()()))))()))())))((()()))))()()(()()(((((()))))))()(())((()()()()))()(((()()))(((()))(()))())()()(()()(()))()()(())(())((((())(())()))),21,0
()(())()()(()(()))((((((())(((())))()(((()(()((()(())()(((()((()))))()())))()((())()(()()))))())()()(()())()()(())))(())(()(()))())((()((())))(()(((()()()((())))())())))()()))(())((())()))(())()(()())()((()))()((((()(()()))())()))(()())((()))(())()()((((((()()(()()((((()))(()(()))())((((()((()()((()))(()))))()))())((())())))()((((()()())((()())(()((())))())((())))))))((())))(((()(()((()((()((()(((()()()(((()))))())()((((((()((())())))()()(()(((())(())))())())()))()))))))))()())(()(())()()(((()))))())))()))),23,0
())))))()()))))())()))()())(()()()()()((((()(())()()(()())(((()(((()())))()())()))))())(()()))())()()()))())))((())()))(()(()(()(()(()())))())))())()()()))(((()())))))((()((((()(()()(())()()())(((())(()))())((()()()()()()((())(())()(()()((())()())()()())(()((((()))))(())(())(((())))())(())(())((()()()((()()()(()))()))))(()(()))(()())()))(()(((()()(())(((()()))(((())()((((()(())()((((((())())((()((((((())(()(())())()(()((((((()))))(()())(((())))()()(((((()((()())))((()()((()()())))()((()))))()()())()(()(())(,-1,10
((()))((((())()))(()()((()())(((())()(()((((()()(((()()(())()((()))))(((()()()(())))))(()()())((((((((()((()())()()(())()))()))(()()(())(()(((()))())))))))))))((())((((()((((()(((()()((()))))))())()()))(((()()(()(())((()))))))))((()))())()(())((()()(()))(())((()())(()()((((((((()))(()()()(()))())))(()()))))))))(()(()((())(())(((((((()))))))))()())))(()))(()))(()()))()((())))(()(((()()))((((((()()())()))(())(())()())((())())()(()((((()()))((())(()((((((((()((())()((((()))(())((((()))))))))))))))))))))))))))),28,0
((()()()(()(()))(()(())))())(())(((()((()())))))()(((())()))()()(()())()(((())()()))()((())()((()()())((())()))((((()(((())((((()))(()())((())()))())((())()))(()))))))((())()()))((((())((()())((())()))))()(((())((()))((((())())(((()()(((()()())()())())()(()()(((((()())()((()((())))()))))()(())(((()))()))((())())(()))()())))(()()())(())))(()(())))))((()())(((()))))()(()((()(()(())(())()()())(())(((())())()()())()()()((((((((()))()(((((())(()((()((())((((()))))((()(((())(())))))())()())(()))()())))))))))))))),23,0
(()()())()()(())()((()())(()())((()((((((()(())((()))())(()())())((()))(()(((((()(())((((((()())(())()))())((((()))())(())())))((()())()))))))())))))()(()(())(()(()())()()(()((()(()(()(()()(()()))()))()))((()((())()))((()(()()())(()(()()(((((()())))()(()(())))(((())))((((())())))()()))()()))))))))(()())(())()()))(()(()(()()())(()())(((((((()))()(())((())()(()((((((((()())()()(()))))(())()((()(()(()))(()(()()())())()(((())())(()())(()))())((((((()((((((()))((()()()(()((()()((()))))))))))))))))))))))))))))))),32,0
()()()((()))(((((()(())()())((()))((()()((((()((()(())(((()))()))(()))(()))))(()()))(()((((()(())))))))(()()()(()()()(()))()))()))((()))))()(()()((((((((()(()))(((((()((((()(()((()()))(()(()())((())())))())())()())()(()(((())(()()))))))(()(()))))))()))))()()(())))()()(()()())()(((((()()(())))(((()()()(()()((()()))))))(()(()))())(((()))(()(((()))(()))()()()(())(((((()((())(())))(())(()((()()(()())())))))))))(())))((())(((())())()()))))()((()(((())(((()()((()((())((()(((())))))())))))))()(((())))(((()())))))),22,0
())())))))((()()(()(()))))(()((((()(()))())(((()(()()()())((())((()))))(((())())(())()))(()((()()()))()(())))(((())(((()(((()((()(((((()()))()((((()())())()))(()()())(()((((()))())))()(()))()))(()))))(())()()))(()(())(()((()))()))()))(())()())))(()(()((())))(())((())((()(())))())(((()((()))()))(()())(()()()((()()())(((()(((((()))(()())((()()))(())))))(()(((()))(()((((((()()))()()))(())()(((((((((())()()(())())(()()(((((((()))(()))(()))((())))(((()())((((()()))()()(()))(()())))()))()))))(()))))))((((()()())),-1,10
((()((()()(())()())()))((())))(((((()))(())((()()(()))())((()))()(()()()))((())(())(()((()())))()())))()()(())()(())(())(()((())(()(()((()((()()(())(()(()()(((())))()))))()(((()())))(()())()()(())((()())((())(((((()))())(())()()())(()()))())()(((((())))()()))))()))()()((()(((())))))))(()()())())()(((())))(((((()))())()()((()((((()()))(((()))()()(())))))()())()(((()))())())())((((()(())))((()())()((())((()((())((()(())(((()))()))()((()(()))))))()((())((((()())()((()()(()(()))()())((())))))((()())))(()))))))),14,0
((())(((()(()))(((())(()))(()())(()()((((()()()()(((()(()()((()))))()())()()))()(()())()(())))))()))((()()(())))((((()(())))((()()()()())()))())((((()()()))))(((())(()()()((()))))(()))))(())()((()))()(()(()))((()(()))())(((((()))((())(()((((()(((()()(())()((())))(()(((())))))())(()))(())((()(((()))))((())((()(((()((()(())()(((())(()))(())((((((())()(()()((())()()(()(((()((()(())())())()())())())()))((()))(()))()(((((()))))()))((())))((((((()()(()()))(()()())(((()))((()))(()())))(())))))))))))))))))))))))))),33,0
)()()(()(())()()(((())))((())())))(()())(((((((()))()(())()(()()((((((()(((())(())())(((())()(())(())())))()(()())()(((()()))()((())(())()()))))))()()((())(())((((()()()((()(()()(((()))((((())))(()))))((()(())()(()))(()))()(((()()())())()((()()))(()())()()()()()))))())(()()((())())()(()))))(((())()())()())(()))))))()(()(())))))(()((()))())))))()()(())))(())))(()()()(())(())))((((((()())))(((()()()))(((((())()()())()())((()(()(()))))())())())))()))))((()()))()())(()(((()())((())()((())())))))))())(((((()(((),0,-10
()))()()(()((()()())()))))()))()))(())))((())))))()(()((()((()())(()(()((()((()((()()))(())))())((()(())((()))())(()))(()()((()()()()(()))()()))(((())(()()(()(()(()(((()((())()()))(())(()((()(())((((())))()))(()()((())())))((()(())(((()(())))))())())((()(()((()))()()(())()())((((((())())()))))(()(()())()))((())())))))()))())(((()(())(()))())((()()())()()))()(())))()(())()))))))))))()(()(())))))()()())((())))))((((())))((())))()(()(((()())(()(())(())())())))(()()())))(())))(()))))))))()))()((()))((((())()))(,-1,-34
()()(()()((())()(()((((())()))((())()()))())(()()())()))((()()())()(()(()))(((()((()))(()()()()))()(()(((((())))()()()()((()))()()(()))((()((()))())))((())((()()()))())()())(()(()()(())()(()(()()((())((()((()())()))((((())())()()(()()())()()(((()(()((()())())))())))((()()()((()(())))(())(((((()()))(((())()(((())(()((((()((()))((()(()((()))((()(((()())(()(((())()))())(())()()(((()))()())()(()(())()))((((((()((((()())))))))()))((()(((((())()(()))))()))()(()))(())()())))())()))(()(()))))))))))))))))))))))))))),41,0
)))))(((()()(()(()))(((()((()((())(((()))()(()((())((())))(())))(()))())(())(())()((()())(()(()())))()(()())()())(()()()()(()()(()(()())))(())(())((()()()()())(((((((((())(()()()()))(()()(())()()()())(()))()(((((())))))((())()(()))())())()(())((()))))((()()))())()))())))))(()()())()()()(()()))()(()((()))(()))))))()(()))(())()(()(())(()))()))(())()()())()((()))))()())(())))()()()((())(())())()()))()()())))))(((((())())())))()()()(()))((())))()(((())(((()()((((())((((((())))))()()))()()((())())((()()()())())(,0,-18
)((()((())())(()((()((())((((())()(((()())(()((()()(())((()((()()))()(()(())))))(()())(())))))())))())))))((((()()()(((()()(()(()())((())())((())))(())))((())(())))(())))())()(()))())))((((((()(())()()(((((()()()()()))(((()((())))()))(()(()((()()((())())))()())(()()))(()((())()())(((()))))((())())))((()(()()(())((()))()))())()()))((()))(((()())))(()))()())((((()()())((()))))))()(()((()())(()()(()))())((()))))))(((())(())(((()((((())()(((()()))((()))))())()))(()(()((((())()()))(()(()(())))(()(()())(((())())),0,4
)))(((()))()((()(((((()(()())((()(((()))(())(((((()))()(((()()))(()(())(()(())(()))))))(()((()(((())((()())((()()))))((()))(((((()((()())()))())(()()(()()(((()())))((((()())(())(((()(()((()()()()(((())))(())))())((()()((()(())()))))))()()))))())((())))))()()))))(((()((())()))))(()(((((()((())(()()(((((()))()()()(((()())()((())()()(()()(()(((())(())()())))(()()(()())))(()))(())))(()((()))((())())()()(()))(()))())())()(((()())((()(((()))()()((())((((()))())(()()))()))()(((((((()))))))))(((())()(()())()()((()(,0,26
()())))()))())()()((()))()())))(((()())))(())()))(()))((()()()(((((())))()()())(()))(()()(())()))(()()(()())(()((((()(())((((((()(((()()))()((((())()))(((((()((()())()()(()))((())((((((())()))((((()()()())())))())(()()(())()(())())))((()(())(()())))((((()))(()))(((()((((())))(((()(()()))())(((((()(()))()(()())))(((((((()((())))())))))))(())(((()(())()(())(()((()((((())(())((()((((())()())(()()()(()((()()))(()(()))(()(()()))))())(())(((((()(())(())())()(()(((()((()))((())(((()))((()(((((((())(()))(())()))()(,-1,44
()))(())(((((((()(())))(((()))))())))))))())(()(()()(())()()()(()))()(()(((()(()((((()(()(((()()()))(()((((()()()()(((((()((())((()())((((())()())))))))()((()()((((()(((()))()()(((())())())()))))(((()((()()))()())((())()((())))())((()))())))))()((())))(((())()()))))()))())))(()(())(()(()(()()))())))())))(()(())))()((((((()))(()()()))(()(()()())))()((())(()(((()())())((()((()(())((())()(())(()()))()(())((())())))()))(())))))()(()))())(()(((())(()())(((())()(())))((()))())()()(()))((()())(((((((()))())(((())),-1,6
(((()(()))((()((())()())())()(()(((()()))))()))())())))))))((()()((()(((((()((()((())))(()(()((((((()()((((()())))(())()))((()))(((((())())(()()()))(((())))(()()(()())))))(())()((()))))(()()(()(()))()))())(()))())))(())()(()))))(()))))(((()((()())())))))())())()())(()))))()()()))(()((()()(())((()()(()((((())(()())()))(((()())()))(()))())())()(())()(((()()))())()))())()))()()()())()))))()))))(()())()())())((()))())())))())(()))()((())((()()(())()(()(())())())())))()))))))((((()(((()()()))(())))((()()()()()((,-8,-32
()))())((((()())))(()(()()))()(((()(())(())(())())())((())))(((())(())()()()))))(()()(()()))()))))(()))(()())())))())()()(((()()(()()(()(((())()()((())()(()()(()))()())((()()()()))))((()()))(()())()))()((()(()))()()()(()()(())))))((((((((()(())()()())((()())())()))()))))))()))))()()()(()(((()(((())()()()()))))((())()()())()()())))(((()(())()((()((()((()()))))))()((((((()()(())(()()()((()))()()()())())))())(()()())()()())))((((((()((()((())())())()((())))((((())(())))())((())()((())(((())()(((((()()()()))()(,-1,-2
))()))((((()(((((()(())()()))())()(((((((((((()(()()))))(((()())))))))(()()()()))(()(()())())()(()()()())(((((())))()(()(((())((()))()(()(()()(((()(((())))())))())(()))()((((()(((()(()())()))))))(()(()()(()(()))(()))(((()))))()))(()(()()())(()())))())()))()()()(((())())())((()))())))()())(((()))()))())))))((((((((())))(((()(())()(()()()())))))))())()((()(())(())()(()(((()())())()())()))))))((()()()(())((((()()))(((((((((())()())((()(()(())))())((())()))()))()()))()))(()(()((()))((()()()))((()))())()))()())(,0,-4
()((()()())((()))()(()())()())()(())()()(())(()(((()(()((()(()((()()())())(((((()()()))()))((())))()()((()())))))())()))))()(((((((((((((()((()()((((()()()(())))()))))()()(((()(()(((()()()())(((()()())()()((())))((((()())((()())()()))())(((())))(((()())))()((())()))(((((((((()()((()((()((((()(((())(()()((((()(((()())(((())((((((()))))(()())()())(()()))))())()(()))()))))()())))((())())()))))()((((()(()))((())()())((())))()()))))(()()))(((()))))((())()(())())(()(())()())))))())()(())())))))))))))))))))))))))),55,0
(()(()(((((((()((((((()((((()()))())(((((((((())())()())()))((((())((()))(()()()((()((()))())()()(()))))()()()())((())()))))))(((())))((()(())()(()()(()))(())(((((((()()))((()(()()))((()(()()((()(()))())())()())()(())(()(()((()((((((())))(()))(()())((((()()))()()()))()()()(()((()((((())())())()(()(((()())()))((())))((())()(((()())(()(())()((((((()())))(((((())()))(())((())))))))))())))))))))(((()(((())()))))()))))(((())())))()))())()()()((())))(()()(())(()))()))()())((()(()))((((()))))())()))))))))))))))))),48,0
()((())(())(()()(()((()))((()))())))()((())())()(((()(())())())())()()()(())(((()))()()(()(()(())())))(())(())()()(()(((()()()(()))())(())))()((((()())))())(())()(()((()(((()())((()))))())()))(())(())()()(())(())(())()(()())(()())(()((())))(())()((((()))((((()))))(()(()(())()))((()((()))(()((()))()))()((())))()((((((())()()()())(()()(())())(((()(())))(()((()((()())()())()())(((()()(())()))())())(((((()((())))()(())))((()())()))()()())())()()(()))(()))))(((()()()))))(()(()))(((()))()((((())(())()()(()))))))),16,0
())((((()(((())((()(((()()))()(()(()()()(()())(((())))((((((()())()()()(()((()(()))(())))()(((()()())(((()(()()()))())(((())()))()(()())()()()()))(()()))()(())()())((())))(((()))))()()()))))((()()(((())()))())((((((()))))))))))())(((())(()(((())))((()())(((((()()(()))())))))((()((((()(())(()()))((()))()(()(()((()))))()))(((((()()(()(())()))))))()(((())((())))))()((((((())(()()(())()()))())))))(())(((())(())()((((()(())(())())(()()()()())(())(()()(()()))))))(()))))))))))())())(((())(()()))()(()))((()()(())((,-1,2
()(())(()(()))()()((()))(((((((()(((((())()(())))((())))()(())()()((()()))))()((()))(((())()()()))))()())))(()((()))((()))()))()()((()((()())(()(())())))()(()()(())(()((())))))()(((((())(((()(((((((()(()))))((())())))(()())((())()()()((()))))(((()(((()()()))((()))()((())(()()(()((()(()()(()((((((())()())((())((((((((((()(()))))()((()())))))(())())()))(())()))(()))()(((())))(()(()(()))(())())((())))(())(()()()()((((()()(()))))()))))))())(()()()))))(())((((())))()())(()))(((((()))))))(()())(())))())())))))))),36,0
(()()(()))(()())()((())()())()()()()()(())()((()(()()(())())(())((())()))())()()(()()())(((())()))()(((()()(((()(()())()(()(()((()()((()))()(())))))(((()))(((()((()(()(()())))(()))))(()))())(()))(()()(((()()((()))(()))((((()))()(())))(()))()(()(()(()(((((((()(((()))()((())())()(()()(()(((()())))())())()))(())()))()())())))()))())((()))()(())))))(())((((((()(((((()(()()))())(((())(((()))((())))()(()(((())))((()())((((()))((())()(()()(()))()())(()))(()())()(()((((()((())))())(())((()))))()())))))))))))))))))),25,0
((()(())(())()))()((((((()))))))()(())()()()((()()()))()()(())()()(())(())((()(()((()((()()(())(())))())))))()()(((()())()(()()))(()))((()(((((()))())())(((())()(())))((((((((())()(())))())(()))((()(()()((((((())((()))()(((()((()()()()))(()))(()()()(())()(()((()())(())(()())((((())(()()((((()(())()()()((()))))())))(()())))))()(()))())(((((()))))())(((())))()(((()))()))()(()))((()(()))(((()())))((()))())())(()())(())(())()(()))))((())(((())((()()()(()))))))())(((((())(()))(()))((())))(()((())(()))))))))))))),30,0
()(((()((()()()(()()(((())(((()())()()()())((((()(()))()(())())())()()))((()))(()))())())))()()((()(((())(((()())(())((()()))())))())()(((())(()))))))()))(()(()(()())()))(())()()(())()()()()(())()(((()(()()((()(((()()()())((()()(())()()))))()))))()((((((()()(((()(()((((((()(((())))(())()(()))()))(()())(((())(())))(((((())())(((((()())(()())())))())()())(()(())())(()()((((()))(()(())))((()(()(((((())()))(((((()((()((())((()(()))()()(((()(((()(()))())(()((())))))(((()(()))))))))))))))))))))))))))))))))))))))),41,0
))))))))((((((()())())))(())))(()(()))))(()(((())))())))())())()))()((()())()((((((((()())())))()())(()())(((()((((())))())(())))()())()()()((()(()))())(()(())))()()()())())))(()()))(()))(((()))))()(())((()(()(())(((())(()(()((((()(((((()))()()(((()((((()()())))(()))(())((()))(()(())))((()())((()(())))()()(()(((()((()())))(((((((()))(()))))())()))(((()((())))(())(())((()()))))())(((())(())(()(((()()())))))))((())(((())))))((((())()())))))((()()(((()()))(()((()(())))((()(((((())())))((()())()(()()(()())()(((,0,6
()(())()(())()(())()()(((((())()())()))((())(())())())()()((()))(((((()()))()))()()(()))()((((()(()((((((()()))()()()))(((()((()())))(((())))))))(())(())())()(((())((()))(()))()())(()())()(())((((())()((())()()))(((((()(())(()))))))))()((())(())()(())())()))()(())())((((((()(()))(()(()()(()(((()(((((()))()())))))))(()(()())))((()((((())()(()(()(((()))(()(())((((((())()((()())((()()()())(())((((()(()())(()(()((()(()()((())(())((((()((()()(()(()(((()((()()))()())(())))))))))))))))))))))))))))))))))))))))))))),47,0
(())()(((()((())(()())())())))()(()(((()()(()(()))(())))))(())()(()(()))()((())((()()(()))))((()))()()(())((())()())()(()()((()))(()(())())())((()()))()()()()()()(((())(((((((())()))()()(()())))())(((((())(())()(((()))))))))((()))))()(((((())))(()(()(()()((()()))(())(())((())))))(()()()())()))(())(((((())(()))())))(())()()()(())(())(((((()()())(()(((())(()()(()())))))(()))(()()))(()()())()()))()()((()))()(((((())))())()()()(())(((()()((((())))))((()((()))((())))(((())(()(()(((())())))(()())(())()))(())))))),12,0
)))))()((((()()))(((()((((((()((((())()((())(()))(()())(()))))))(()((()))))()()((())(()))))()()((()()()(((()()()()(((()()(())()))()(()(()())()))))(())(())))())((()(((((()))))()((()((()((())))()()())()))))()))(((((()())(((()))(((()()())))())(()((((((()((()()(()()()))()((())()())(())((()))(((()(()()(((()()()((()))(()((()())))(()(())))()()))())((()))()(((())())((()))((()(()()(())(())()()((()()())))))(((((()(())))(((())(()))()))()))()()))))))(()())()))(((())()())))(((())())()())(())(()))))()()((())((()))())())),0,2
))()())((()())())((()))(()((())))()(((((()(((()()()))()))()()((()())()())()))()(((()()())()))()))))((())((())))()()))(()()())))((()))((((()(()()((())(()()()))((())))(((()((((()()))()))((((())))()()())()))())(()(())()(()(()((())())())((()()(((()(((((()(((()(((())(((())()))())((((()()()))()((()()()(()(()((())(()(()())()()(()((()()((((()(()(()(((()((((()()))()(())()))()))()))))())))(())))(()()((()((()()((())(()))((())((()()()())))()))))((()())((((()()()()))()((()(()())(()((()((()(((()()(()))))((())((()))))())),0,28
()(())()(())()(()())()()(())()(())()()(())()((((()))(())())((())))(((()(((())()()()())))()))((()()))((())()()(((()))(((((())())()()))())(()()())))(((()(((()(((()()(()))(())()()()()()())()()))()()()((((())))())())))(((())))()))()(((((((((((()()()(()(()((((()))(()())()()()()(())())))))())())))()()))(())(()))(((())))()((((()())()(()())(((())()()))()())())())(())(()))((()))())(())(()((())())(())))()(())()(()(((((()((()()()(()))(((()(((()((((())(()())())(()()()))()((())()()))())((())())()((()()()))())))))))))))),18,0
(())()(((()())()))()()()()((()()(((((())()))())((())()()((())()((((()()()())(()))((()()))(()())())())(()((()))((())()(()))((())))()())))()(())())()())()()()()()()()((((()((((()))(()))(()))(()())))(())))()(())()()(())(((()(())(())())(((()))()(())()(())))(()())())(()())(((()()()))())()(())(((()))(((()()(()()()())(((()((((((()()())()((((()()))))(())(()(())))()(()))))()(((()()())()(((((()())))()))(())())))())()((())((())))())((((()((((()(()()))))(()(((())((())(())(()()((()()()()((())((()()())))))))))))))))))))),21,0
))((()((((())(()((((()(()))()()())((((())(())))()))())(()))()()(()))))(()))()((())((())(())())()))()()((()((())))(((())())))())()(())))(()(((()(()(((()))(())(())))((((()()(()(()((()((()(()))()()()((((()(((()(())())))(())()(())))(((((()())((()(())(())())(()))(()())())()(())))()()())())())())))())()()())())()()))()))()()()))))()))()(())(()()(())))))))()())()(()()()())))()(()()))))(())(()(((()())()))()()()))))()))(())))())()))())()(()))))(()((()()(()(())()))))()())(()(()((((()())()(()(())())())))())((((()))))(,0,-32
()()))))(((()()))(())())((())))))))))(()(()()(())()(((()(()))())((()))()()()())()))(((((()))()(()()))))((()()(()((())(())))((())))(())()(()))())(()()))((((())))()()())))((())))((()()())(()()))(()(()((())))())((()))())()()()())(()))())((()(())()))))((()))(())))(()()(())()()((())(())(())())((((((()())()())()())()((())(((()()((()()(()())((((((()((()))()()))())((()((())()()()((()()))((()()(())((()(())())()())(()(()())()))()(())(()())(()(()))()()()(()))((((((())())((((((()(()())((()()))())())())(()()())((()())(),-1,0
()((()((()()((())()(()()))(())(()))((((((((((()))))((((())))))(())(())))()(()(()(((())()(()())()()()(())))(())()())(((())((((()())((()))))(()))()()((()))(((()()(())()))((((())()())(((())()))(())))))))())))(())))((()()()(((((()()()))(())()())((()((((()()))))((())(()))())(()((()())(())()(())((()()()(()()()()()))())))()(((()()(()()))((((())((((()(((((()()))())))())(()))()))))))((((()(())((()(()(())()()))(())))))())()()()(())())))))())()(()))(())(())(())()(())()(())((()))(()((()(((()((())(()(()(())()))()))))))),21,0
(())()(()()(()(()()(()))()())((())()())(()))()()()(()((()()))(((()))))()(((()(()((((()(()))(()())())(((()(()(((())(())()()(())()()())))()((((()()()((())))()))())))()))()(()()))()()((()))))))()()()(((()((()(())())(()))()))(()))()(()(((()())))())()((()((())())))()(())(()())(())()()(((((()()()))()((()))(()((()()))))))((()())())((()))()(())(())(())(((())()(((()())))(((((((()((()()())(()))())))((())))(())()()((()(()(())((()(()((()()(()((((()(((()())))()()()))))))))((((())()()()()(((()()))))(((()()))))))))))))))),22,0
(()())()(()((((((()())((()(((()(()(())))(()())))()())((()((((()))))((())()))))(((()(())((()((())((()))())())(())()()(()(()))())((())()()()))(()))()()(()())(())(()(((()()((()))((())(((())))))(())()))()()()(()))))))(()(()()())()))())()()((()()())()()(()(()()))()()()(()()((()()()()(()(()(())(()))))())(((()(())(()((()))))))()()(((((((())(()())()))(())((()))))()))((()))())))()((((()))()))(()()(((())()())))((()()))(()())((()()))(())()()()(()((()))()()()(()())())()()()(())(()((())))((()))()()((()(((()())(())())))),16,0
(())()(()((()(((())((())((()((()()())))()()()()()((())))()(()()())(())((())())(()()(())()(())())()))((()()())(())(()))(()(()))(()((()))())()()))))()((()(()(()()))))(()(((())())))((()(((())()))(((()())))(())))(()())()()(((()(())())((((()))(()))()())))((()))()(((()(()()(((((())))(()))())()))())()())(())((()()()()()(((()()(((()(())))(((()()(())(((())((())()(((((((())(())())())))))))())()()())()((((()))()())()())()((((((()()))()()))))(()))(((((())()()()())()()())))))()(((((((()))))()))(())))))))((()(((()()))))),20,0
((()))((())())(())(())()()()(()())()()((()(()))())()(())(((()))())(((()(())())()(()((((())())()()()()(()(()(((((()(())(()))(()))(()))))()(()))()((((()))()()((()(()()()))()((()))))((()()))))))()))())((()))()(())(((((())))(((((()(((()(()))()))())(()))))((())(((()()(()(((())(())))))(()(((((((()((()((((()((((((()(((())(()(())))())((()()))))(())))()())(()())(()))(())((((())(((((()((((()((())(())(((())((()))(())(()()))()))((()()())(()()()(())((((())())((()()()))((()(()()))))(())))))))))))))))))))))))))))))))))))),40,0
